family,condition_label,training_seed,simulation_seed,bias_percent,dropout_duration_s,drift_final_percent,post_step_load_Nm,b_fault_window_rmse,c3_fault_window_rmse,c3_minus_b_fault_window_rmse,favorable_c3_minus_b,b_overall_rmse,c3_overall_rmse,c3_sensor_fault_detected,c3_detection_latency_s,c3_reliability_entries,c3_post_event_reliability_entries,c3_sub_fraction,c3_frac_phys,c3_frac_main,c3_frac_aux,c3_frac_fb,c3_event_frac_phys,c3_event_frac_main,c3_event_frac_aux,c3_event_frac_fb,c3_recovery_events,c3_recovery_latency_s,c3_recovered_after_event
drift,drift_10pct,2027,59029,,,10.0,,3.267334583741733,1.468937497023129,-1.798397086718604,True,11.144119291604742,10.886147405309185,True,1.7600000000000002,1,1,0.3777038269550749,0.6222961730449251,0.3777038269550749,0.0,0.0,0.4339152119700748,0.5660847880299252,0.0,0.0,0,,
drift,drift_10pct,2027,59030,,,10.0,,3.2299803107483336,1.2334184724866781,-1.9965618382616555,True,11.137314335443342,11.305131336789039,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
drift,drift_10pct,2028,59026,,,10.0,,3.4636538807218122,3.4636538807218122,0.0,False,11.176926982201755,11.176926982201755,False,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_10pct,2028,59027,,,10.0,,3.4288970674103973,3.428897067410403,5.773159728050814e-15,False,11.168385888130427,11.168385888130429,False,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_10pct,2028,59028,,,10.0,,3.465307623571906,3.465307623571906,0.0,False,11.177461256036,11.177461256036,False,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_10pct,2028,59029,,,10.0,,3.477509589268347,3.476607529813291,-0.000902059455055948,True,11.17809296890575,11.177905748583582,False,,0,0,0.0016638935108153079,0.9983361064891847,0.0016638935108153079,0.0,0.0,0.9975062344139651,0.0024937655860349127,0.0,0.0,0,,
drift,drift_10pct,2028,59030,,,10.0,,3.456191877444219,3.4556386207656553,-0.0005532566785637627,True,11.182041940139078,11.181942246351062,False,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_15pct,2026,59026,,,15.0,,5.296797291095837,5.296797291095837,0.0,False,11.644818515185586,11.644818515185586,False,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_15pct,2026,59027,,,15.0,,5.242785221270481,5.242785221270594,1.1368683772161603e-13,False,11.624795136985918,11.624795136985952,False,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_15pct,2026,59028,,,15.0,,5.292604686386997,5.292604686386997,0.0,False,11.642355684224768,11.642355684224768,False,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_15pct,2026,59029,,,15.0,,5.299093996876688,3.2003554922800546,-2.0987385045966334,True,11.642052182771755,11.119145838332402,True,2.2800000000000002,1,1,0.2928452579034942,0.7071547420965059,0.0016638935108153079,0.2911813643926789,0.0,0.5610972568578554,0.0024937655860349127,0.43640897755610975,0.0,0,,
