matrix,family,condition_id,current_case,training_seed,simulation_seed,controller,step,time_s,event,raw_main_residual,aux_residual,cusum_score
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2026,59028,C3_arbitration_MPC,302,3.02,entry,2.6859006982361393,2.0991029999392765,8.804838318394237
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2026,59029,C3_arbitration_MPC,302,3.02,entry,3.229421375354349,2.6205416177405,9.703435809941544
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2026,59030,C3_arbitration_MPC,50,0.5,entry,0.05629739013123469,-3.9695395312190946,1.8314012503204462
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2027,59026,C3_arbitration_MPC,87,0.87,entry,6.732220998929044,6.866344439074986,13.971120063437493
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2027,59027,C3_arbitration_MPC,48,0.48,entry,0.9876360711057721,1.470402811343451,3.413989507632129
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2027,59028,C3_arbitration_MPC,302,3.02,entry,2.724539571417779,1.765344134110677,8.792629019037381
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2027,59029,C3_arbitration_MPC,203,2.0300000000000002,entry,0.00214458393900685,-0.04657289133007936,1.4349936043260705
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2027,59030,C3_arbitration_MPC,61,0.61,entry,0.12133364374157196,1.193423385892526,1.4594749964490177
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2028,59026,C3_arbitration_MPC,302,3.02,entry,2.863888938665241,2.282673642171602,8.710816844053953
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2028,59027,C3_arbitration_MPC,302,3.02,entry,3.162357702732791,2.026612758272954,9.758629380026738
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2028,59028,C3_arbitration_MPC,302,3.02,entry,2.646738853151163,2.0762933133529202,8.728764766154859
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2028,59029,C3_arbitration_MPC,302,3.02,entry,3.196302887827102,2.4807707048023886,9.612603019908802
primary,combined_bias_load,combined_bias_pct_5_load_Nm_0.15,,2028,59030,C3_arbitration_MPC,302,3.02,entry,3.329051367532635,2.6668234169093026,10.259127080506877
