metric,mean,sample_sd,min,max,range
test_rmse,3.3808600208946973,0.08832117947357798,3.2791014763052733,3.437615490589571,0.15851401428429757
test_mae,2.4829900968591416,0.13297928001744772,2.330737128276026,2.5763724231232117,0.24563529484718583
test_r2,0.9459527017253073,0.0028017062350539712,0.9441482670491327,0.9491803371875401,0.005032070138407452
best_epoch,18.666666666666668,3.7859388972001824,16.0,23.0,7.0
per_trajectory_rmse_mean,2.946315384775396,0.15525511593340774,2.770723082527803,3.0654110337711766,0.29468795124337355
per_trajectory_rmse_sample_sd,1.810646148838866,0.10848411396340221,1.7042730257239773,1.9211246992910327,0.21685167356705537
per_trajectory_rmse_range,4.82815057804525,0.35584976581443273,4.497396792502981,5.204668432835318,0.7072716403323369
