scenario,seed,step,time_s,raw_residual,residual_gate,cusum_score,cusum_threshold,prior_healthy_run,exit_count,aux_residual,aux_recovery_gate,residual_condition,cusum_condition,persistence_condition,auxiliary_condition,blocked_by_residual,blocked_by_cusum,blocked_by_persistence,blocked_only_by_auxiliary,recovered_this_step
combined_fault_load,29026,336,3.36,-1.4522762014213413,0.937210063934329,25.070878607300287,1.5696827323213676,0,5,1.785295640195912,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,337,3.37,-1.0303400455485345,0.937210063934329,23.90956948107217,1.5696827323213676,0,5,2.322511573873129,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,338,3.38,-1.4185911508276305,0.937210063934329,22.36000924956496,1.5696827323213676,0,5,2.046765871357824,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,339,3.39,-1.6745672310987842,0.937210063934329,20.554472937786596,1.5696827323213676,0,5,1.9003302474708441,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,340,3.4,-1.8114683176640227,0.937210063934329,18.612035539442992,1.5696827323213676,0,5,1.8716111746138964,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,341,3.41,-1.8087289001950921,0.937210063934329,16.67233755856832,1.5696827323213676,0,5,1.9889263298762323,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,342,3.42,-1.5181421771495422,0.937210063934329,15.580984371712802,1.5696827323213676,0,5,2.3977915328995962,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,343,3.43,-2.0768126405057643,0.937210063934329,17.507994294301437,1.5696827323213676,0,5,1.9564234726448362,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,344,3.44,-2.1105669543019303,0.937210063934329,19.468758530686237,1.5696827323213676,0,5,2.0381289665610574,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,345,3.45,-2.580825304332791,0.937210063934329,21.8997811171019,1.5696827323213676,0,5,1.682041414180027,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,346,3.46,-2.49562599772419,0.937210063934329,24.24560439690896,1.5696827323213676,0,5,1.8812525779469347,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,347,3.47,-2.111851510052446,0.937210063934329,26.207653189044276,1.5696827323213676,0,5,2.3825805359196437,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,348,3.48,-2.3794704759977066,0.937210063934329,28.437320947124853,1.5696827323213676,0,5,2.230705947167216,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,349,3.49,-2.7690313383449023,0.937210063934329,31.056549567552626,1.5696827323213676,0,5,1.9534625515942174,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,350,3.5,-2.507484350108683,0.937210063934329,33.41423119974418,1.5696827323213676,0,5,2.323598697113553,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,351,3.5100000000000002,-2.9067071574047034,0.937210063934329,36.17113563923176,1.5696827323213676,0,5,2.029659542162957,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,352,3.52,-2.98310075658096,0.937210063934329,39.00443367789559,1.5696827323213676,0,5,2.0586137539360294,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,353,3.5300000000000002,-3.107598625926496,0.937210063934329,41.962229585904964,1.5696827323213676,0,5,2.0368415417141854,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,354,3.54,-2.811000754710925,0.937210063934329,44.62342762269876,1.5696827323213676,0,5,2.434600569318704,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,355,3.5500000000000003,-3.0203189442486185,0.937210063934329,47.49394384903026,1.5696827323213676,0,5,2.326276583088635,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,356,3.56,-3.233224735513623,0.937210063934329,50.57736586662676,1.5696827323213676,0,5,2.214507016008813,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,357,3.5700000000000003,-3.3625627658645456,0.937210063934329,53.790125914574176,1.5696827323213676,0,5,2.187193129973185,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,358,3.58,-3.6519800484997447,0.937210063934329,57.292303245156795,1.5696827323213676,0,5,2.0056271295621606,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,359,3.59,-3.252112118939827,0.937210063934329,60.394612646179496,1.5696827323213676,0,5,2.5219190817792843,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,360,3.6,-3.6028619883867563,0.937210063934329,63.847671916649126,1.5696827323213676,0,5,2.2915973002694834,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,361,3.61,-3.716813503278594,0.937210063934329,67.4146827020106,1.5696827323213676,0,5,2.279497477146002,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,362,3.62,-3.9110015523193056,0.937210063934329,71.17588153641277,1.5696827323213676,0,5,2.189620909162972,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,363,3.63,-4.031849709817543,0.937210063934329,75.05792852831318,1.5696827323213676,0,5,2.1789928733435104,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,364,3.64,-3.9938302193900412,0.937210063934329,78.90195602978609,1.5696827323213676,0,5,2.3355721700977874,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,365,3.65,-4.026817105729656,0.937210063934329,82.77897041759861,1.5696827323213676,0,5,2.4250299822078354,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,366,3.66,-3.811078165866082,0.937210063934329,86.44024586554757,1.5696827323213676,0,5,2.7446402875066482,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,367,3.67,-4.2438720084279,0.937210063934329,90.53431515605834,1.5696827323213676,0,5,2.4192317023436907,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,368,3.68,-4.624690499366107,0.937210063934329,95.00920293750733,1.5696827323213676,0,5,2.1503759906882998,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,369,3.69,-4.2797964663726695,0.937210063934329,99.13919668596287,1.5696827323213676,0,5,2.6111159714946304,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,370,3.7,-4.3916699367129866,0.937210063934329,103.38106390475873,1.5696827323213676,0,5,2.613372168867457,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,371,3.71,-4.56718748727393,0.937210063934329,107.79844867411553,1.5696827323213676,0,5,2.531866099730422,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,372,3.72,-4.6513538251268685,0.937210063934329,112.29999978132527,1.5696827323213676,0,5,2.5392286071275443,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,373,3.73,-4.540532244326631,0.937210063934329,116.69072930773477,1.5696827323213676,0,5,2.7388690265136972,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,374,3.74,-4.716464326920761,0.937210063934329,121.2573909167384,1.5696827323213676,0,5,2.6491701305112265,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,375,3.75,-5.070765227160713,0.937210063934329,126.178353425982,1.5696827323213676,0,5,2.3798309012239436,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,376,3.7600000000000002,-4.7850369606862095,0.937210063934329,130.81358766875107,1.5696827323213676,0,5,2.7540390870823472,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,377,3.77,-5.188097350906791,0.937210063934329,135.85188230174072,1.5696827323213676,0,5,2.438373059457213,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,378,3.7800000000000002,-5.197439648464801,0.937210063934329,140.89951923228838,1.5696827323213676,0,5,2.515363226426931,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,379,3.79,-5.174495920802897,0.937210063934329,145.92421243517416,1.5696827323213676,0,5,2.62360162854338,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,380,3.8000000000000003,-5.387228804531194,0.937210063934329,151.1616385217882,1.5696827323213676,0,5,2.495151681290757,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,381,3.81,-5.32785241705151,0.937210063934329,156.33968822092257,1.5696827323213676,0,5,2.6378482810474964,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,382,3.8200000000000003,-5.440650165961721,0.937210063934329,161.63053566896716,1.5696827323213676,0,5,2.607404379777158,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,383,3.83,-5.440355966083228,0.937210063934329,166.92108891713323,1.5696827323213676,0,5,2.689137295553458,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,384,3.84,-5.622038022059016,0.937210063934329,172.3933242212751,1.5696827323213676,0,5,2.5879807678332156,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,385,3.85,-5.10282807927948,0.937210063934329,177.34634958263743,1.5696827323213676,0,5,3.1868656274565765,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,386,3.86,-5.864610607231164,0.937210063934329,183.06115747195145,1.5696827323213676,0,5,2.503890800391531,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,387,3.87,-6.015313536290492,0.937210063934329,188.92666829032478,1.5696827323213676,0,5,2.4311472786134196,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,388,3.88,-5.8286770158810945,0.937210063934329,194.60554258828873,1.5696827323213676,0,5,2.6949317601631506,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,389,3.89,-5.549040163961703,0.937210063934329,200.0047800343333,1.5696827323213676,0,5,3.0509308306589027,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,390,3.9,-6.218389399136825,0.937210063934329,206.07336671555296,1.5696827323213676,0,5,2.457154256798905,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,391,3.91,-5.7132674496150315,0.937210063934329,211.63683144725084,1.5696827323213676,0,5,3.037408519935976,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,392,3.92,-6.023499965292842,0.937210063934329,217.51052869462654,1.5696827323213676,0,5,2.8000707720696525,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,393,3.93,-6.107602408512108,0.937210063934329,223.4683283852215,1.5696827323213676,0,5,2.7912987308723984,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,394,3.94,-5.693303458948396,0.937210063934329,229.01182912625276,1.5696827323213676,0,5,3.2836574756121415,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,395,3.95,-5.948591829967647,0.937210063934329,234.81061823830328,1.5696827323213676,0,5,3.1074010421974023,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,396,3.96,-6.59948138294876,0.937210063934329,241.2602969033349,1.5696827323213676,0,5,2.5345537982285684,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,397,3.97,-6.623222716649593,0.937210063934329,247.73371690206736,1.5696827323213676,0,5,2.585212924456407,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,398,3.98,-6.736613432284223,0.937210063934329,254.32052761643445,1.5696827323213676,0,5,2.5455027555137093,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,399,3.99,-6.440741631391944,0.937210063934329,260.61146652990925,1.5696827323213676,0,5,2.9148030877919595,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,400,4.0,-7.239213999928388,0.937210063934329,267.7008778119205,1.5696827323213676,0,5,2.1891073759484314,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,401,4.01,-6.988872092070224,0.937210063934329,274.5399471860736,1.5696827323213676,0,5,2.5111671105353572,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,402,4.0200000000000005,-6.525755209915541,0.937210063934329,280.91589967807204,1.5696827323213676,0,5,3.044904959758,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,403,4.03,-7.4073092651169254,0.937210063934329,288.17340622527183,1.5696827323213676,0,5,2.230860523956345,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,404,4.04,-6.8717626423177975,0.937210063934329,294.8953661496725,1.5696827323213676,0,5,2.829754746478674,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,405,4.05,-6.934891236640965,0.937210063934329,301.68045466839635,1.5696827323213676,0,5,2.825651523176834,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,406,4.0600000000000005,-7.681642952636974,0.937210063934329,309.21229490311623,1.5696827323213676,0,5,2.134527240976748,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,407,4.07,-6.930985472797914,0.937210063934329,315.99347765799706,1.5696827323213676,0,5,2.938595746144678,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,408,4.08,-7.153547308331124,0.937210063934329,322.99722224841105,1.5696827323213676,0,5,2.766965879911748,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,409,4.09,-7.52962523370805,0.937210063934329,330.37704476420197,1.5696827323213676,0,5,2.438150214827612,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,410,4.1,-7.205147217256194,0.937210063934329,337.43238926354104,1.5696827323213676,0,5,2.8077911106496956,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,411,4.11,-6.896890553017471,0.937210063934329,344.17947709864137,1.5696827323213676,0,5,3.1759440985056138,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,412,4.12,-7.648426737389414,0.937210063934329,351.67810111811366,1.5696827323213676,0,5,2.4807163799730034,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,413,4.13,-7.443464831198675,0.937210063934329,358.97176323139524,1.5696827323213676,0,5,2.738194659679543,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,414,4.14,-7.417487791402408,0.937210063934329,366.23944830488057,1.5696827323213676,0,5,2.8133027806746966,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,415,4.15,-7.362699270633453,0.937210063934329,373.4523448575969,1.5696827323213676,0,5,2.916923221679202,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,416,4.16,-7.531897188677654,0.937210063934329,380.83443932835746,1.5696827323213676,0,5,2.8113038358021285,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,417,4.17,-7.5576519950771655,0.937210063934329,388.2422886055175,1.5696827323213676,0,5,2.849632427125325,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,418,4.18,-7.629012374036183,0.937210063934329,395.72149826163655,1.5696827323213676,0,5,2.842939916305294,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,419,4.19,-7.845462331137341,0.937210063934329,403.4171578748568,1.5696827323213676,0,5,2.691769074142588,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,420,4.2,-7.823349104929164,0.937210063934329,411.09070426186884,1.5696827323213676,0,5,2.7787926259850124,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,421,4.21,-8.146717837612826,0.937210063934329,419.08761938156454,1.5696827323213676,0,5,2.514337535533656,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,422,4.22,-7.2266294434231,0.937210063934329,426.16444610707055,1.5696827323213676,0,5,3.4928292250927306,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,423,4.23,-7.812465812836582,0.937210063934329,433.82710920199,1.5696827323213676,0,5,2.9649074453042594,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,424,4.24,-8.122698949741302,0.937210063934329,441.8000054338142,1.5696827323213676,0,5,2.7120770563355734,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,425,4.25,-7.936420868765563,0.937210063934329,449.5866235846626,1.5696827323213676,0,5,2.955278230221225,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,426,4.26,-7.616233939595027,0.937210063934329,457.0530548063405,1.5696827323213676,0,5,3.331907625225643,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,427,4.2700000000000005,-8.187733946615062,0.937210063934329,465.0909860350385,1.5696827323213676,0,5,2.8163491636662066,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,428,4.28,-8.21506090735344,0.937210063934329,473.15624422447485,1.5696827323213676,0,5,2.844496160986587,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,429,4.29,-8.329178800807725,0.937210063934329,481.33562030736545,1.5696827323213676,0,5,2.7853707272215082,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,430,4.3,-8.29864962079446,0.937210063934329,489.48446721024277,1.5696827323213676,0,5,2.8704236332135373,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,431,4.3100000000000005,-8.850431333576065,0.937210063934329,498.1850958259017,1.5696827323213676,0,5,2.372470911500148,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,432,4.32,-8.057876798191792,0.937210063934329,506.0931699061764,1.5696827323213676,0,5,3.21793584829053,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,433,4.33,-8.526139000209845,0.937210063934329,514.469506188469,1.5696827323213676,0,5,2.7983667714731055,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,434,4.34,-8.603316117898636,0.937210063934329,522.9230195884505,1.5696827323213676,0,5,2.7663263513777956,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,435,4.3500000000000005,-8.56698703583011,0.937210063934329,531.3402039063635,1.5696827323213676,0,5,2.846461606106505,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,436,4.36,-8.486288709177039,0.937210063934329,539.6766898976234,1.5696827323213676,0,5,2.971595581666076,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,437,4.37,-8.556767955926446,0.937210063934329,548.0836551356327,1.5696827323213676,0,5,2.9475666138860426,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,438,4.38,-8.683525412667844,0.937210063934329,556.6173778303834,1.5696827323213676,0,5,2.867336228892004,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,439,4.39,-9.112666337435176,0.937210063934329,565.5802414499013,1.5696827323213676,0,5,2.484685765024455,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,440,4.4,-8.72685092973008,0.937210063934329,574.1572896617142,1.5696827323213676,0,5,2.917354533651448,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,441,4.41,-8.987810557259749,0.937210063934329,582.9952975010568,1.5696827323213676,0,5,2.7040747655116633,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,442,4.42,-9.200139882707603,0.937210063934329,592.0456346658473,1.5696827323213676,0,5,2.5404720725279795,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,443,4.43,-9.191762121852527,0.937210063934329,601.0875940697827,1.5696827323213676,0,5,2.6000112865829195,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,444,4.44,-8.657662651533489,0.937210063934329,609.595454003399,1.5696827323213676,0,5,3.1883737910227907,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,445,4.45,-9.128673129392173,0.937210063934329,618.574324414874,1.5696827323213676,0,5,2.7748340616887575,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,446,4.46,-9.33594873303726,0.937210063934329,627.7604704299941,1.5696827323213676,0,5,2.6272996905778605,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,447,4.47,-8.886772259204928,0.937210063934329,636.4974399712819,1.5696827323213676,0,5,3.136989005559059,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,448,4.48,-8.710311877783457,0.937210063934329,645.0579491311482,1.5696827323213676,0,5,3.374485100150242,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,449,4.49,-9.183236953147137,0.937210063934329,654.0913833663782,1.5696827323213676,0,5,2.964018069170187,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,450,4.5,-9.410739131056967,0.937210063934329,663.352319779518,1.5696827323213676,0,5,2.7988768231506924,9.047693252563477,False,False,False,True,True,True,False,False,False
combined_fault_load,29026,451,4.51,-9.252662928426439,0.937210063934329,672.4551799900272,1.5696827323213676,0,5,3.004721098933441,9.047693252563477,False,False,False,True,True,True,False,False,False
