controller,scenario,seed,overall_rmse,overall_mae,fault_window_rmse,recovery_latency_s,reliability_entries,recovery_events,false_recovery_events,sub_duration_s,sub_fraction,switches,avg_episode_duration_s,frac_phys,frac_main,frac_aux,frac_fb,event_frac_aux,event_frac_fb,control_effort_u2,control_variation_du2,voltage_violations,rate_violations,optimizer_failures,main_prediction_failures,aux_prediction_failures,prediction_failure_messages,nonfinite_events,mean_solve_ms,mean_aux_inference_ms,mean_reliability_update_ms,mean_arbitration_ms,mean_extension_ms,mean_control_compute_ms,sim_time_s,main_virtual_rmse,main_virtual_mae,aux_virtual_rmse,aux_virtual_mae,selected_virtual_rmse,selected_virtual_mae,corrupted_rmse,corrupted_mae,sub_samples,baseline_provenance,baseline_matrix_sha256,timing_samples,genuine_sensor_fault_entries,genuine_sensor_fault_entries_permitted,false_sensor_fault_entries,suppressed_entry_count,suppressed_candidate_samples,suppressed_false_entry_count,suppressed_false_entries,genuine_sensor_fault_suppressed,genuine_sensor_fault_entries_suppressed,suppression_episodes,attributor_suppression_episodes,c3_candidate_samples,c3_new_entry_candidate_samples,attribution_switches,mean_attribution_dwell_s,auxiliary_misuse_events,aux_selected_while_witness_unready_samples,aux_witness_ready_fraction,untrusted_aux_fraction,untrusted_aux_candidate_samples,mean_attribution_ms,median_attribution_ms,p95_attribution_ms,p99_attribution_ms,attr_frac_normal,attr_frac_likely_sensor_fault,attr_frac_likely_plant_or_main_mismatch,attr_frac_likely_aux_mismatch,attr_frac_ambiguous,detection_latency_s,detected_event,sensor_fault_detected,run_complete,completed_samples,event_sub_fraction,false_substitution_count,false_substitution_fraction,ekf_substitution_rmse,ekf_substitution_mae,ekf_substitution_bias,corrupted_sensor_substitution_rmse,corrupted_sensor_substitution_mae,corrupted_sensor_substitution_bias,ekf_speed_rmse_all_samples,ekf_speed_mae_all_samples,ekf_speed_bias_all_samples,ekf_speed_rmse_event_window,ekf_speed_mae_event_window,ekf_speed_bias_event_window,parameter_transfer_estimator_speed_rmse,ekf_numerical_failures,ekf_nonfinite_failures,ekf_psd_failures,ekf_symmetry_failures,ekf_finite_sample_rate,ekf_failure_step,ekf_failure_message,ekf_min_cov_eigenvalue,ekf_max_cov_asymmetry,innovation_mean,innovation_mae,nis_mean,nis_p95,mean_main_inference_ms,mean_ekf_update_ms,median_ekf_update_ms,p95_ekf_update_ms,p99_ekf_update_ms,max_ekf_update_ms,total_reliability_observer_overhead_sample_count,mean_total_reliability_observer_overhead_ms,median_total_reliability_observer_overhead_ms,p95_total_reliability_observer_overhead_ms,p99_total_reliability_observer_overhead_ms,max_total_reliability_observer_overhead_ms,slsqp_solve_count,mean_slsqp_solve_ms,median_slsqp_solve_ms,p95_slsqp_solve_ms,p99_slsqp_solve_ms,max_slsqp_solve_ms,observer_parameter_mode
B_plain_MPC,load_disturbance,19026,10.821896466195696,4.814054046789101,0.8617618351924661,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8242.512149647346,136.21666792985883,0,0,0,0,0,,0,95.73469586787776,0.0,0.0,0.0,0.0,95.7565115701779,12.084097199998723,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,load_disturbance,19026,10.821896466195696,4.814054046789101,0.8617618351924661,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8242.512149647346,136.21666792985883,0,0,0,0,0,,0,63.12050991736147,0.0,0.0,0.0,0.0,63.13532892580809,8.002470399998856,,,,,,,,,0,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19026,10.821896466195696,4.814054046789101,0.8617618351924661,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8242.512149647346,136.21666792985883,0,0,0,0,0,,0,98.10512727262378,0.42434320136843706,0.009887263330055093,0.006682271914119414,0.44091273661261154,98.12759752065718,12.681843500000468,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,load_disturbance,19026,10.821896466195696,4.814054046789101,0.8617618351924661,,0,0.0,,0.0,0.0,,,,,,,,,8242.512149647346,136.21666792985883,0,0,0,0,0,,0,94.39671652899426,0.4254309810605762,0.014901893329255607,,,94.43374710739711,12.464595099998405,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.0,0.0,0.0,,,,,,,2.324781371154857,1.7279726687166892,1.7279726687166892,3.269786931399692,3.182305425164343,3.182305425164343,,0.0,0.0,0.0,0.0,1.0,,,1.6595399844177022e-08,0.0,0.0034288663337850626,0.0034288663337850626,0.1252558107589304,0.35644731372487604,0.8231337349370451,0.3755958402481805,0.31630000012228265,0.8205999984056689,1.0264000011375174,1.452900000003865,601.0,0.8012753743920944,0.7285000028787181,1.617399997485336,2.0433999998203944,2.3551000012957957,121.0,94.39671652899426,95.21920000042883,188.935300000594,220.9123599990562,273.56009999857633,fixed_nominal
B_plain_MPC,load_disturbance,19027,10.832891568331272,4.922819896678775,0.9547664184817594,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8470.968099520685,156.28109884301384,0,0,0,0,0,,0,91.79508016533256,0.0,0.0,0.0,0.0,91.81656528930907,11.607676499999798,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,load_disturbance,19027,10.83262460435799,4.919131080167157,0.9486992700295822,,1,1.0,1.0,0.07,0.011647254575707155,4.0,1.2,0.9883527454242929,0.011647254575707155,0.0,0.0,0.0,0.0,8472.430549890241,157.71644996352845,0,0,0,0,0,,0,59.82775371896333,0.0,0.0,0.0,0.0,59.840664462728064,7.5786279999992985,0.24610921529167326,0.24455369746079875,,,0.24610921529167326,0.24455369746079875,0.38277057894771727,0.33029605353927344,7,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19027,10.83262460435799,4.919131080167157,0.9486992700295822,,1,1.0,1.0,0.07,0.011647254575707155,4.0,1.2,0.9883527454242929,0.011647254575707155,0.0,0.0,0.0,0.0,8472.430549890241,157.71644996352845,0,0,0,0,0,,0,99.29209669423494,0.4091185885558429,0.009773838204521447,0.006237349444712759,0.4251297762050771,99.31419669426624,12.79951500000061,0.24610921529167326,0.24455369746079875,1.1148380579717112,1.088055962077804,0.24610921529167326,0.24455369746079875,0.38277057894771727,0.33029605353927344,7,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,load_disturbance,19027,10.88294400657069,5.13983331723258,1.7555138526579277,,1,0.0,,0.6,0.09983361064891846,,,,,,,,,8519.995788336626,181.73849466929937,0,0,0,0,0,,0,71.33806033058391,0.3612247848662964,0.012728227134120751,,,71.36911157019411,9.510751500001788,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.19933554817275748,60.0,0.09983361064891846,2.7572162321797458,2.754057545345717,2.754057545345717,0.28290914065358835,0.22745447974561978,-0.08382429253361098,2.3247813711542307,1.7279726687163124,1.7279726687163124,3.2697869313988024,3.182305425163471,3.182305425163471,,0.0,0.0,0.0,0.0,1.0,,,1.659539984417702e-08,0.0,0.003428866333784327,0.003428866333784327,0.12525581075886297,0.35644731372475097,0.695916867560788,0.31190166381734363,0.2535999992687721,0.6615999991481658,0.9145000003627501,1.3347000021894928,601.0,0.6734103160174141,0.568599996768171,1.414000002114335,1.9137000017508399,3.882999997586012,121.0,71.33806033058391,70.02490000013495,130.00059999831137,164.55070000229168,301.4846999976726,fixed_nominal
B_plain_MPC,load_disturbance,19028,10.858084169163941,5.079225842549155,1.2249391702106744,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8595.054160076312,169.72734809898506,0,0,0,0,0,,0,86.90953223140993,0.0,0.0,0.0,0.0,86.93055041325998,11.01767850000033,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,load_disturbance,19028,10.858084169163941,5.079225842549155,1.2249391702106744,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8595.054160076312,169.72734809898506,0,0,0,0,0,,0,61.64192148745984,0.0,0.0,0.0,0.0,61.65577438027378,7.799692500000674,,,,,,,,,0,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19028,10.858084169163941,5.079225842549155,1.2249391702106744,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8595.054160076312,169.72734809898506,0,0,0,0,0,,0,93.4619049586661,0.41524733211994935,0.009866781377877956,0.006446471605897743,0.4315605851037251,93.48415537193839,12.103781499999968,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,load_disturbance,19028,10.858084169163941,5.079225842549155,1.2249391702106744,,0,0.0,,0.0,0.0,,,,,,,,,8595.054160076312,169.72734809898506,0,0,0,0,0,,0,49.418629752009025,0.2532564544168232,0.009147676402270528,,,49.44005950423432,6.594452199999068,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.0,0.0,0.0,,,,,,,2.3247813711557295,1.7279726687172754,1.7279726687172754,3.269786931400934,3.1823054251655694,3.1823054251655694,,0.0,0.0,0.0,0.0,1.0,,,1.659539984417702e-08,0.0,0.0034288663337862105,0.0034288663337862105,0.12525581075902442,0.35644731372506344,0.48429294320111116,0.21955723793617954,0.20450000010896474,0.3266000021540094,0.4353000003902707,0.572900000406662,601.0,0.4732291181456528,0.45029999819234945,0.6520000024465844,0.8414999974775128,0.9523999979137443,121.0,49.418629752009025,53.07639999955427,79.40199999939068,97.66525999948497,102.22349999821745,fixed_nominal
B_plain_MPC,load_disturbance,19029,10.842618060648219,4.968145760023338,0.9422199238947252,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8498.199784430983,163.46562199302994,0,0,0,0,0,,0,85.70798677683042,0.0,0.0,0.0,0.0,85.7292991734216,10.87464369999907,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,load_disturbance,19029,11.616785656714507,6.706861328691975,5.966967261275428,,1,0.0,0.0,1.6400000000000001,0.27287853577371046,1.0,3.0,0.7271214642262895,0.27287853577371046,0.0,0.0,0.0,0.0,7327.454618254597,151.5729207290735,0,0,0,0,0,,0,68.25393801644032,0.0,0.0,0.0,0.0,68.2742198348497,8.712961299999733,8.03230606953922,7.180823065440766,,,8.03230606953922,7.180823065440766,0.25563312055614257,0.20274143736365766,164,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19029,11.030137091146592,5.7259166603969,3.0128504157627836,,1,0.0,0.0,1.6400000000000001,0.27287853577371046,2.0,2.0,0.7271214642262895,0.09317803660565724,0.17970049916805325,0.0,0.3588039867109635,0.0,8421.317534296644,202.60021486793084,0,0,0,0,0,,0,77.30622066105565,0.38067504300609356,0.008762134341016114,0.006385714294775205,0.3958228916418849,77.33008925617078,10.079504799999995,2.495715520733354,2.109200884345575,1.645216170579938,1.4715490629083654,2.3913094496748855,2.0243514302542334,0.2556331205561426,0.20274143736365774,164,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,load_disturbance,19029,11.010985634195663,5.725703684131914,2.8695697922256396,,1,0.0,,1.6400000000000001,0.27287853577371046,,,,,,,,,8349.503048982344,187.11772310385004,0,0,0,0,0,,0,49.9905082641599,0.25588347685234597,0.009048709108573569,,,50.013761157113414,6.666954100001021,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.5448504983388704,164.0,0.27287853577371046,3.201627058932437,3.1782185406308088,3.1782185406308088,0.25563312055614246,0.20274143736365757,0.008967764615986609,2.3247813711594953,1.7279726687196209,1.7279726687196209,3.2697869314062897,3.182305425170824,3.182305425170824,,0.0,0.0,0.0,0.0,1.0,,,1.6595399844177016e-08,0.0,0.003428866333790802,0.003428866333790802,0.12525581075943015,0.3564473137259145,0.4844392426779334,0.22168469224679135,0.2082999999402091,0.3243000028305687,0.46579999980167486,0.6156000017654151,601.0,0.47780049930718116,0.46070000098552555,0.683899997966364,0.8587999946030322,1.0046999996120576,121.0,49.9905082641599,52.32420000174898,85.7547000014165,98.7976000011258,103.62420000092243,fixed_nominal
B_plain_MPC,load_disturbance,19030,10.841650232663916,4.971864888063124,0.9335778767945815,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8537.035750900148,163.53842764631838,0,0,0,0,0,,0,87.27143057839092,0.0,0.0,0.0,0.0,87.29144710732801,11.04131419999976,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,load_disturbance,19030,10.842292963342944,4.979133297006609,0.9483644979634842,,1,1.0,1.0,0.07,0.011647254575707155,4.0,1.2,0.9883527454242929,0.011647254575707155,0.0,0.0,0.0,0.0,8542.252319616104,164.4028352526961,0,0,0,0,0,,0,58.34156115695595,0.0,0.0,0.0,0.0,58.35653553722371,7.41016049999962,0.25744810797804957,0.25421125639605535,,,0.25744810797804957,0.25421125639605535,0.40910825538608175,0.3086931695284158,7,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19030,10.842292963342944,4.979133297006609,0.9483644979634842,,1,1.0,1.0,0.07,0.011647254575707155,4.0,1.2,0.9883527454242929,0.011647254575707155,0.0,0.0,0.0,0.0,8542.252319616104,164.4028352526961,0,0,0,0,0,,0,84.69417438024443,0.3838740103361275,0.00894629949170426,0.005592771060394104,0.39841308088822586,84.7145371900289,10.977679500001614,0.25744810797804957,0.25421125639605535,0.7381179412684041,0.732870078606861,0.25744810797804957,0.25421125639605535,0.40910825538608175,0.3086931695284158,7,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,load_disturbance,19030,11.100274258369621,6.076123172920978,3.4931550904508395,,1,0.0,,2.18,0.3627287853577371,,,,,,,,,8303.20970348988,187.60530273086502,0,0,0,0,0,,0,59.294711570229,0.2870571428464875,0.010326161722952368,,,59.31902644626146,7.8742687000012666,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.7242524916943521,218.0,0.3627287853577371,3.393465592002317,3.361661900459207,3.361661900459207,0.2254241852170477,0.18325438376080783,0.011339258987993506,2.324781371154949,1.727972668716747,1.727972668716747,3.2697869313998194,3.1823054251644676,3.1823054251644676,,0.0,0.0,0.0,0.0,1.0,,,1.6595399844177022e-08,0.0,0.003428866333785162,0.003428866333785162,0.12525581075894018,0.35644731372487926,0.5437845095015081,0.2574890183954412,0.21669999841833487,0.5175000005692709,0.7575000017823186,1.0371000025770627,601.0,0.544976039950923,0.4684000014094636,1.0187999978370499,1.372299997456139,1.6193999981624074,121.0,59.294711570229,55.81940000047325,117.2270999995817,145.0023199977295,268.81370000046445,fixed_nominal
B_plain_MPC,parameter_variation,19026,10.814439362017449,4.722559764189438,0.6484448071520676,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7667.235872846829,118.56244093099144,0,0,0,0,0,,0,96.904819008212,0.0,0.0,0.0,0.0,96.9262049586012,12.230945100000099,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,parameter_variation,19026,10.814439362017449,4.722559764189438,0.6484448071520676,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7667.235872846829,118.56244093099144,0,0,0,0,0,,0,61.51981322320413,0.0,0.0,0.0,0.0,61.53298512393775,7.765184399999271,,,,,,,,,0,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19026,10.814439362017449,4.722559764189438,0.6484448071520676,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7667.235872846829,118.56244093099144,0,0,0,0,0,,0,101.66335289250128,0.44190447501361424,0.010628915743788315,0.0065184165690811155,0.4590518073264837,101.6879181818146,13.146879300000364,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,parameter_variation,19026,10.814439362017449,4.722559764189438,0.6484448071520676,,0,0.0,,0.0,0.0,,,,,,,,,7667.235872846829,118.56244093099144,0,0,0,0,0,,0,70.60852727269122,0.3085080895826069,0.011001548869294882,,,70.6352652893303,9.304535499999474,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.0,0.0,0.0,,,,,,,8.323167660005133,5.791337880901516,5.791337880901516,11.75671447013366,11.295536297334047,11.295536297334047,11.75671447013366,0.0,0.0,0.0,0.0,1.0,,,1.6595399844177022e-08,0.0,0.00011329105105303568,0.002385309121675731,0.09740918258481922,0.5799192842778154,0.5976545610709562,0.2787677204861467,0.22159999934956431,0.5598000025202055,0.9213000012096018,1.6826999999466352,601.0,0.5876447586567872,0.48550000065006316,1.078199999028584,1.8548000007285737,2.9790999979013577,121.0,70.60852727269122,64.62500000270666,149.9800999990839,229.29467999929318,315.9909999994852,fixed_nominal
B_plain_MPC,parameter_variation,19027,10.821326615157487,4.801901144555548,0.6415223056653312,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7847.942507708574,137.2278289801237,0,0,0,0,0,,0,103.396454545422,0.0,0.0,0.0,0.0,103.4190099173339,13.046101500000077,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,parameter_variation,19027,10.8212640111541,4.800881694655624,0.6394103098980298,,0,0.0,0.0,0.01,0.0016638935108153079,2.0,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,0.0,0.0,7848.041974998205,137.531526793678,0,0,0,0,0,,0,64.76767107443635,0.0,0.0,0.0,0.0,64.78306942141695,8.18522170000142,0.27572437639842917,0.27572437639842917,,,0.27572437639842917,0.27572437639842917,0.6866875642852079,0.6866875642852079,1,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19027,10.82126501520815,4.800898615552593,0.6394442374032359,,0,0.0,0.0,0.01,0.0016638935108153079,2.0,2.0,0.9983361064891847,0.0,0.0,0.0016638935108153079,0.0,0.0033222591362126247,7848.0377237884,137.51916766533097,0,0,0,0,0,,0,101.58451652901284,0.4208275387317592,0.010367469845222238,0.006289673006769571,0.43748468158375103,101.60744462813425,13.091763700000229,0.27572437639842917,0.27572437639842917,10.919665032194239,10.919665032194239,0.24988498072016796,0.24988498072016796,0.6866875642852079,0.6866875642852079,1,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,parameter_variation,19027,10.891306040164359,5.0559191321197945,1.8561729446897262,,1,0.0,,0.6,0.09983361064891846,,,,,,,,,7190.804912100589,154.66515728298418,0,0,0,0,0,,0,69.06536446292216,0.3405419964661498,0.011830120508237653,,,69.09396446307939,9.20591439999771,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.19933554817275748,60.0,0.09983361064891846,11.918378861829572,11.64590668143338,11.64590668143338,0.28290914065358846,0.2274544797456199,-0.08382429253361098,8.080727351747093,5.585320731517051,5.585320731517051,11.414009677374525,10.884186440921757,10.884186440921757,11.414009677374525,0.0,0.0,0.0,0.0,1.0,,,1.659539984417702e-08,0.0,0.000812706326352313,0.0032257278413173277,0.1956378694886308,1.3494208209246619,0.6709172115868588,0.312186356058314,0.2339000020583626,0.6695000010950025,0.9619999982533045,1.1726000011549331,601.0,0.6528322794561827,0.5180999978620093,1.2544999990495853,1.7277999977522995,2.2259999968810007,121.0,69.06536446292216,65.22769999719458,118.93339999733143,201.282219999848,225.76789999948232,fixed_nominal
B_plain_MPC,parameter_variation,19028,10.835528951168332,4.90604346959062,0.7235283131243944,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7938.735786142917,154.96923722036868,0,0,0,0,0,,0,98.24782644611618,0.0,0.0,0.0,0.0,98.26938925616861,12.391742600000725,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,parameter_variation,19028,10.835528951168332,4.90604346959062,0.7235283131243944,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7938.735786142917,154.96923722036868,0,0,0,0,0,,0,55.8952487605164,0.0,0.0,0.0,0.0,55.908372727361524,7.080347499999334,,,,,,,,,0,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19028,10.835528951168332,4.90604346959062,0.7235283131243944,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7938.735786142917,154.96923722036868,0,0,0,0,0,,0,98.95247272727507,0.4266084337713423,0.010282099810395856,0.0069309810391188845,0.443821514620857,98.97491818183647,12.787997899999027,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
