controller,scenario,repetitions,RMSE,MAE,IAE,ISE,max_abs_error,overshoot_percent,settling_time_s,recovery_time_s,fault_interval_RMSE,fault_interval_IAE,fault_interval_ISE,fault_interval_peak_error,control_effort_sum_u2,control_variation_sum_du2,constraint_violations,voltage_violations,rate_violations,nonfinite_events,optimizer_failures,average_solve_ms,p95_solve_ms,max_solve_ms,tail_oscillation,sensor_substitution_rate,substitution_fraction,recovery_events,false_recovery_events,sensor_recovery_latency_s,medium_mode_fraction,high_mode_fraction,safety_events,RMSE_std,MAE_std,IAE_std,ISE_std,max_abs_error_std,overshoot_percent_std,settling_time_s_std,recovery_time_s_std,fault_interval_RMSE_std,fault_interval_IAE_std,fault_interval_ISE_std,fault_interval_peak_error_std,control_effort_sum_u2_std,control_variation_sum_du2_std,constraint_violations_std,voltage_violations_std,rate_violations_std,nonfinite_events_std,optimizer_failures_std,average_solve_ms_std,p95_solve_ms_std,max_solve_ms_std,tail_oscillation_std,sensor_substitution_rate_std,substitution_fraction_std,recovery_events_std,false_recovery_events_std,sensor_recovery_latency_s_std,medium_mode_fraction_std,high_mode_fraction_std,safety_events_std
B_plain_MPC,bias_5,5,10.946277991862257,5.480699383269214,32.76280401756516,713.9993214315148,35.06286697159043,8.18551824578378,1.54,0.2039999999999999,2.8147634610241843,5.16399633297042,15.802198475849465,4.134520215413529,6550.104917089881,220.14518380336418,0.0,0.0,0.0,0.0,0.0,72.04383603317137,119.23505999729969,146.08481999894138,0.5629816445459298,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009223361613359514,0.03629090723805854,0.21789473803469736,1.2136217821754278,1.9820353677793495e-12,2.116647446247611,0.08000000000000007,0.020736441353327646,0.04926422810931894,0.09783637430559124,0.5566362976950161,0.2525130824275957,93.98778379978965,13.079320145153332,0.0,0.0,0.0,0.0,0.0,8.084669925302743,17.09810922354366,20.448101037656233,0.22857877503083557,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,changing_reference,5,7.21172253825483,4.25895661354649,25.495649227955795,310.5805867674379,20.10964565509197,36.25745889682848,0.7440000000000001,0.7440000000000001,7.21172253825483,25.495649227955795,310.5805867674379,20.10964565509197,6661.145104856524,220.18225933471453,0.0,0.0,0.0,0.0,0.0,75.32040826451468,155.0176199991256,189.5609200000763,1.7398252449460259,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03799297585640907,0.05423758905432247,0.32600272494145105,3.297444593280187,0.10460031621013288,1.3170884990081062,0.03507135583350019,0.03507135583350019,0.03799297585640907,0.32600272494145105,3.297444593280187,0.10460031621013288,39.35463325269699,10.213942734954884,0.0,0.0,0.0,0.0,0.0,11.438701291339711,26.306421718857393,36.66420124441145,0.3199623425253696,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,combined_fault_load,5,11.222412496170701,6.473454500157783,38.711522386237924,750.727020811389,35.06286697159411,7.966782557521375,1.538,,4.266019501193825,12.23083626560324,54.81662791783596,7.315532599732006,8001.466778547435,179.91689814539498,0.0,0.0,0.0,0.0,0.0,77.31854545445833,131.43636000022525,154.44497999851592,0.3174381847287968,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.043491823055907125,0.10854203289269124,0.6523308874684501,5.863302810031128,5.0709807755785885e-12,1.0675904046581375,0.04549725266430927,,0.21343339555638743,0.495728766456023,5.466271215492734,0.6930328291051444,96.77305159863675,10.639840794446688,0.0,0.0,0.0,0.0,0.0,5.222153363302245,8.242084790710484,16.960557714255565,0.136129494955255,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,load_disturbance,5,10.824818903036077,4.835371590175384,28.881751467020457,698.1042604268424,35.06286697159214,7.95644411335538,1.542,0.054000000000000006,0.8706506122473436,2.489584362363288,2.280346062939505,1.6973354657622024,8380.231000481772,151.29402267407957,0.0,0.0,0.0,0.0,0.0,82.7562155372926,140.5081799995969,181.64809999871068,0.4155761836452342,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006791853797914176,0.061300056224807116,0.36856608176072286,0.8842065553305289,5.0211383617457955e-12,1.1025488411529043,0.03834057902536168,0.12074767078498866,0.026533076273507768,0.08008097247920225,0.14079263241470083,0.09816811657567538,105.72723901616325,17.19398283477162,0.0,0.0,0.0,0.0,0.0,3.768806177518451,10.197137109147004,40.25925935433977,0.1076509030178552,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,nominal_tracking,5,10.807872738159244,4.4923492698595995,26.823430215142956,695.9037419740102,35.06286697159445,7.9720371963652905,1.538,1.538,10.807872738159244,26.823430215142956,695.9037419740102,35.06286697159445,6215.010632294779,140.85222140293473,0.0,0.0,0.0,0.0,0.0,90.13174710730823,152.1151600012672,188.9411000011023,0.49649720700992217,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0037972110522575316,0.046006303233747575,0.27657646152197934,0.4932377838210259,2.639714078712189e-12,0.8173798810140858,0.029495762407505288,0.029495762407505288,0.0037972110522575316,0.27657646152197934,0.4932377838210259,2.639714078712189e-12,75.02343509826976,13.300426947975891,0.0,0.0,0.0,0.0,0.0,11.972872782989901,24.49808837080913,46.2686564258992,0.2460328167720066,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,parameter_variation,5,10.821341679018591,4.791328572209364,28.61731072924358,697.6521073904947,35.0628669715912,8.546591157577677,1.56,0.0,0.6617471936689063,1.9529738057285724,1.3179157650722506,0.8826866237601223,7853.021852869157,142.89256526235022,0.0,0.0,0.0,0.0,0.0,81.60626611556648,135.7354799998575,161.61099999881117,0.33175590071392663,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.003973002337956087,0.04711256108731194,0.28299233627900444,0.5165849774722057,4.260896167212404e-12,0.34517520494346215,0.012247448713915868,0.0,0.03222416696794654,0.09591082379491157,0.13041160672178984,0.018361705998721507,72.42788645038041,11.157363484718848,0.0,0.0,0.0,0.0,0.0,5.574059307973526,5.709975929635079,19.52275835984676,0.10032486798865378,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,sensor_drift,5,11.575887333532233,7.337171658988737,43.87686334068614,798.8254587528692,35.0628669715898,8.689207249092302,1.564,0.0,5.0658538000807365,17.494891428309824,102.5127266944836,8.907665967232138,5322.313492260644,147.75160006911568,0.0,0.0,0.0,0.0,0.0,79.03855471071559,127.62774000148056,147.9386999984854,2.3892731709851227,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00695139741565847,0.04658267893834387,0.2799255517459708,0.9711496567411344,2.1884427889894388e-12,1.5488923070288456,0.052249401910452645,0.0,0.02505275385558647,0.1416451277512218,1.0288981259336554,0.12045892521397226,98.01524484979772,13.834403867610032,0.0,0.0,0.0,0.0,0.0,11.40982214952365,22.60693263888518,30.277779325606584,0.25769661931615717,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,sensor_dropout,5,27.553675952302097,23.345035836765682,139.92078163978792,4548.110109429707,41.576747834761505,118.79070809931859,1.574,,20.952198554100004,36.242067941533634,872.6599244503211,32.983229185347824,15041.147527524765,78.01979966448991,0.0,0.0,0.0,0.0,0.0,36.14133057849095,84.15883999987273,131.08835999883013,2.5845482329981793,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.10777085678514456,0.13646981579935819,0.8200062556587995,35.67513042842398,0.03553938709138963,0.10154110597540249,0.02792848008753795,,0.26352999809994193,0.5996687271717495,22.01470943289962,0.18733237730455793,62.66851667464809,4.238913194333457,0.0,0.0,0.0,0.0,0.0,4.4639511956144995,14.086897684149754,15.496425581498027,0.04600843033079004,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,sensor_noise,5,10.843093243026209,4.88314576840482,29.172275489412062,700.4877904334791,35.06286697159221,8.510580013343493,1.556,0.018000000000000148,1.4052906050867933,2.305798721077956,4.02734839792522,2.7111378111739106,6671.717529925845,246.11680039716467,0.0,0.0,0.0,0.0,0.0,76.7742257850285,136.3496199977817,164.99927999975625,0.5468959609354258,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.014971025056050285,0.10081910192264643,0.6058912705734334,1.9502980913846122,5.107500101304723e-12,1.3501465688651462,0.04615192303685736,0.026832815729997697,0.23563782262721591,0.334760399841264,1.2493801836778489,0.6522934767708769,202.10149422418786,23.14374630151387,0.0,0.0,0.0,0.0,0.0,9.325571832214182,20.03670136762199,26.435020241197865,0.4237719179905112,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
B_plain_MPC,step_reference,5,7.067952116075444,3.7716922196745424,22.567397696501363,298.2384524732629,20.062866971588903,4.422432811131056,0.77,0.77,7.067952116075444,22.567397696501363,298.2384524732629,20.062866971588903,7180.297519389777,166.27360766664185,0.0,0.0,0.0,0.0,0.0,68.21991719023136,121.03514000191353,156.09631999977864,0.35713256293512785,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02611009393203071,0.03169984511673871,0.1902329244798458,2.223534502865148,1.7465300880055312e-13,0.6250089406768358,0.1341640786499875,0.1341640786499875,0.02611009393203071,0.1902329244798458,2.223534502865148,1.7465300880055312e-13,49.475939334085375,18.653328369792533,0.0,0.0,0.0,0.0,0.0,11.902509615545801,23.895912308231267,40.62024797851122,0.17206651215538768,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,bias_15,5,10.8130340963129,4.627747618952316,27.635656706174892,696.5736930573682,35.062866971591575,8.43839848499211,1.558,0.0,0.33378004008792206,0.5933483416615634,0.25002702371941826,0.6589982137294925,6114.763597431566,91.3493914002016,0.0,0.0,0.0,0.0,0.0,45.60900876041904,103.78080000082264,134.89153999980772,0.1231867658881555,0.6675540765391015,0.6675540765391015,0.0,0.0,,0.0,0.0,0.0,0.005397761540557182,0.06934657623811194,0.416510045867545,0.7013304171896191,4.836690550471518e-12,0.955470651727511,0.03420526275297417,0.0,0.13226725554331054,0.24416216867932883,0.1772306838873261,0.2511735674707348,72.76531914976364,15.10481753087541,0.0,0.0,0.0,0.0,0.0,6.848580276646473,15.627294991120415,20.67706091457327,0.015597568507264875,0.0007441157995007628,0.0007441157995007628,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,bias_5,5,10.835964601524198,4.755495806267399,28.4036233940903,699.5665787653325,35.06286697159043,10.221427817670676,1.73,0.0,0.5985279270212118,1.0132525966508332,1.097081305642367,1.2171732800386081,6214.028029698903,97.3845104050432,0.0,0.0,0.0,0.0,0.0,46.08501008274476,103.85166000050958,135.1634999999078,0.13240896009590414,0.7131447587354409,0.7131447587354409,0.0,0.0,,0.0,0.0,0.0,0.04415480302158372,0.22900956990176694,1.3765971914358526,5.765730871030411,1.9820353677793495e-12,3.84131618996319,0.38587562763149486,0.0,0.4909809406905958,0.8383226275122185,1.7356369115559613,0.9305077691804723,105.36141471919123,15.60388338043694,0.0,0.0,0.0,0.0,0.0,6.1257735538163685,15.08083733122646,23.62787203046325,0.021518437623441744,0.1017603862209215,0.1017603862209215,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,changing_reference,5,7.21172208823849,4.258955240422571,25.495640972929163,310.580547867536,20.10964565509197,36.25746135292409,0.7440000000000001,0.7440000000000001,7.21172208823849,25.495640972929163,310.580547867536,20.10964565509197,6661.142691110535,220.18133337533533,0.0,0.0,0.0,0.0,0.0,72.31577669434135,136.74660000106087,184.48860000207787,1.7398294326197052,0.00033277870216306157,0.00033277870216306157,0.0,0.0,,0.0,0.0,0.0,0.037993277843962406,0.054239593478863105,0.32601477130751993,3.297470730655959,0.10460031621013288,1.3170862082871277,0.03507135583350019,0.03507135583350019,0.037993277843962406,0.32601477130751993,3.297470730655959,0.10460031621013288,39.35799052278516,10.214244470563052,0.0,0.0,0.0,0.0,0.0,9.567713252843804,22.59463137034982,46.36612173677545,0.3199548766173926,0.000744115799500762,0.000744115799500762,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,combined_fault_load,5,13.623727308863522,9.85171605783088,58.95403769394041,1108.0968494436158,35.06286697159411,7.966782557521375,1.538,,11.720034598832665,32.47364126037836,412.1865070912369,15.955162724635803,6127.744679282068,98.58214848991118,0.0,0.0,0.0,0.0,0.0,53.610533388263704,118.86326000094414,155.16336000000592,1.9272802090207541,0.5011647254575707,0.5011647254575707,0.0,0.0,,0.0,0.0,0.0,0.024787667482976145,0.04760624073379728,0.2861757677436175,4.061264771892472,5.0709807755785885e-12,1.0675904046581375,0.04549725266430927,,0.058328312500410116,0.2283713742201318,4.124846215393707,0.026533344145361976,97.18140265097405,11.138017249379137,0.0,0.0,0.0,0.0,0.0,4.253100276759778,11.657388390630446,22.339350935852238,0.08123077695093223,0.0007441157995007628,0.0007441157995007628,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,load_disturbance,5,10.824771098980742,4.8345514295939,28.87680518647038,698.0980137528668,35.06286697159214,7.95644411335538,1.542,0.054000000000000006,0.8694360241409317,2.484638081813213,2.2740993889638466,1.6973354657622024,8378.316156175037,150.93113665031518,0.0,0.0,0.0,0.0,0.0,81.35651173548723,137.16509999940172,170.47742000140715,0.4155761836452342,0.00033277870216306157,0.00033277870216306157,0.0,0.0,,0.0,0.0,0.0,0.006838504185914045,0.06213836246553348,0.37362797672126424,0.8903065837473825,5.0211383617457955e-12,1.1025488411529043,0.03834057902536168,0.12074767078498866,0.027642120630152457,0.08506603811965859,0.14649693392594756,0.09816811657567538,107.17274165637056,17.19318125595666,0.0,0.0,0.0,0.0,0.0,7.7604140318840065,11.088517155667851,9.052599235756489,0.1076509030178552,0.000744115799500762,0.000744115799500762,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,nominal_tracking,5,10.807837868225462,4.490674158752664,26.813410528595078,695.8992200379769,35.06286697159445,7.9720371963652905,1.538,1.538,10.807837868225462,26.813410528595078,695.8992200379769,35.06286697159445,6211.317489353305,140.40175130220672,0.0,0.0,0.0,0.0,0.0,79.86805338850525,131.08869999996386,161.40962000208674,0.49468138886704904,0.0013311148086522463,0.0013311148086522463,0.0,0.0,,0.0,0.0,0.0,0.003789315164494594,0.04561984097607728,0.2743383966846404,0.49221772578390555,2.639714078712189e-12,0.8173798810140858,0.029495762407505288,0.029495762407505288,0.003789315164494594,0.2743383966846404,0.49221772578390555,2.639714078712189e-12,75.93611842303099,13.586132333954,0.0,0.0,0.0,0.0,0.0,15.619010513580871,27.724210819833065,33.714685930719256,0.2447638353754822,0.0013921131889086116,0.0013921131889086116,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,parameter_variation,5,10.93194260274679,5.140850449255633,30.710270255725817,712.3383375903708,35.0628669715912,8.546591157577677,1.56,0.0,1.5276399562293288,4.043655645299255,16.003372477022392,2.392003523290394,7591.152386770284,139.79117427813003,0.0,0.0,0.0,0.0,0.0,79.01456958665042,137.9994999981136,160.41451999917626,0.7127824994472653,0.0821963394342762,0.0821963394342762,0.0,0.0,,0.0,0.0,0.0,0.24844472265059844,0.8000760352768341,4.791261833026493,32.9866645900889,4.260896167212404e-12,0.34517520494346215,0.012247448713915868,0.0,1.9388286577257352,4.687960012347475,32.846088048754254,3.3623665018669735,556.8918730200579,11.048383533184849,0.0,0.0,0.0,0.0,0.0,9.360825349368795,9.459011433568605,15.38906486299771,0.893330625242668,0.18286787706781024,0.18286787706781024,0.0,0.0,,0.0,0.0,0.0
C_sensor_MPC,sensor_drift,5,11.575913613443715,7.3382204903478705,43.88317404415587,798.8292470069241,35.0628669715898,8.689207249092316,1.564,0.0,5.065945854344699,17.501298184461085,102.51658541519905,8.906220566965578,5322.721881867181,147.4877119451034,0.0,0.0,0.0,0.0,0.0,80.36030297502414,131.49006000021473,173.69307999906596,2.3865409304276177,0.004658901830282862,0.004658901830282862,0.4,0.0,,0.0,0.0,0.0,0.006967693338717684,0.04751874247078026,0.28554146713892015,0.9734339487556017,2.1884427889894388e-12,1.5488923070288678,0.052249401910452645,0.0,0.024980815912487072,0.1374033091125669,1.0258552082116326,0.11860318225180583,98.38569296133092,13.24701397033745,0.0,0.0,0.0,0.0,0.0,11.304802385292147,21.11856816812994,23.351106303605846,0.25512400406597496,0.005691391473040622,0.005691391473040622,0.5477225575051661,0.0,,0.0,0.0,0.0
C_sensor_MPC,sensor_dropout,5,10.81837376892147,4.68865225528379,28.00186898442066,697.2680057802537,35.062866971588775,8.94218888341371,1.574,0.0,0.4711009410992199,0.8077162389842002,0.49018891292032923,1.00686934480903,6175.623838023076,98.82566993075802,0.0,0.0,0.0,0.0,0.0,52.45160694196311,124.19206000049599,259.41989999992074,0.13975761379730045,0.6675540765391015,0.6675540765391015,0.0,0.0,,0.0,0.0,0.0,0.005083495096477301,0.08856271156192168,0.5322219196534775,0.6612271054128219,0.0,0.8015971733892722,0.02792848008753795,0.0,0.17288324951057513,0.3739431223602815,0.34342266387626447,0.29785339215861895,51.06370413342343,14.58272107952671,0.0,0.0,0.0,0.0,0.0,5.231141402056996,26.664418483279928,228.1188620584065,0.028844481909320832,0.0007441157995007628,0.0007441157995007628,0.0,0.0,,0.0,0.0,0.0
