scenario,seed,start_step,end_step,start_time_s,end_time_s,duration_s,attribution_state,candidate_state,d_sm,d_sa,d_ma,filtered_d_sm,filtered_d_sa,filtered_d_ma,c3_requested_entry,c3_candidate_samples,c4_suppressed_entry,suppressed_candidate_samples,auxiliary_trusted_fraction,auxiliary_trust_reason,selected_source,selected_source_code,attribution_ms_mean
load_disturbance,19027,286,299,2.86,2.99,0.14,NORMAL,NORMAL,0.21194585950877404,0.2893289466998625,0.2253725349372786,0.22594683344916075,0.45304470141605485,0.43790754045630303,False,0,False,0,1.0,READY,PHYSICAL,0,0.06237142861209577
load_disturbance,19027,300,325,3.0,3.25,0.26,AMBIGUOUS,NORMAL,0.2733154601081465,1.2453988794643331,1.0906605880018534,0.26198280826979253,0.7380139152474705,0.6271613971833176,False,0,False,0,1.0,READY,PHYSICAL,0,0.06469230755521074
load_disturbance,19027,326,392,3.2600000000000002,3.92,0.67,NORMAL,NORMAL,0.2583553790581493,1.3207408294638592,1.2579254244471447,0.25106979079543384,1.2322422310631118,1.1720028535957263,False,0,False,0,1.0,READY,PHYSICAL,0,0.06558208962760817
load_disturbance,19027,393,397,3.93,3.97,0.05,AMBIGUOUS,NORMAL,0.2390722789441952,0.6354913134784297,0.8135382507978548,0.2800399850306846,1.3041056619295663,1.2407023884168922,False,0,False,0,1.0,READY,PHYSICAL,0,0.0421799995820038
load_disturbance,19027,398,432,3.98,4.32,0.35000000000000003,NORMAL,NORMAL,0.2304987720946733,0.9729592579560247,0.8587268264419953,0.2498820657001269,1.0715726703138853,0.991712695020743,False,0,False,0,1.0,READY,PHYSICAL,0,0.06486000004640248
load_disturbance,19027,433,447,4.33,4.47,0.15,AMBIGUOUS,NORMAL,0.23053770799176665,1.1368315100772686,1.0809327309863694,0.2500274650480047,1.0732792592054317,0.9869300552291693,False,0,False,0,1.0,READY,PHYSICAL,0,0.05927333356036494
load_disturbance,19027,448,508,4.48,5.08,0.61,NORMAL,NORMAL,0.24164487876338872,0.8868638144236136,0.7993966909952765,0.23183568458188455,0.9394498199355265,0.8601268052650455,False,0,False,0,1.0,READY,PHYSICAL,0,0.05938360661022044
load_disturbance,19027,509,538,5.09,5.38,0.3,AMBIGUOUS,AMBIGUOUS,0.32238659039564654,1.0217211061610516,0.9605160329837027,0.2957472464299881,1.0085872995996152,0.9234170677692188,False,0,False,0,1.0,READY,PHYSICAL,0,0.06781666664513371
load_disturbance,19027,539,548,5.39,5.48,0.1,NORMAL,NORMAL,0.39176348592390864,0.9251507222903577,0.6529139523014102,0.3170092618042628,0.9212659612853079,0.7992807706704064,True,2,False,0,1.0,READY,PHYSICAL,0,0.04169000021647662
load_disturbance,19027,549,600,5.49,6.0,0.52,AMBIGUOUS,AMBIGUOUS,0.2247070766529418,1.0620123509149557,1.0168464297757,,,,False,5,False,0,0.0,INSUFFICIENT_TRUSTED_HISTORY,PHYSICAL,0,0.03333269251015736
load_disturbance,19028,20,156,0.2,1.56,1.37,AMBIGUOUS,AMBIGUOUS,0.23037857493618835,3.5394522626613423,3.53707060986629,0.05212898701847736,1.7892415148747636,1.8371459586010261,False,0,False,0,0.051094890510948905,STARTUP_BLANKING,PHYSICAL,0,0.03243430659574725
load_disturbance,19028,157,168,1.57,1.68,0.12,NORMAL,NORMAL,0.2884737672114082,0.9548060602432275,0.9267382635483798,0.12168639458962767,1.393496482023114,1.4163083078818726,False,0,False,0,1.0,READY,PHYSICAL,0,0.05794999939704818
load_disturbance,19028,169,182,1.69,1.82,0.14,AMBIGUOUS,NORMAL,0.23808088914590136,2.0756802132802465,2.039179941565167,0.1978270720445345,1.5477250645925287,1.5554600048056897,False,0,False,0,1.0,READY,PHYSICAL,0,0.051628571002636035
load_disturbance,19028,183,232,1.83,2.32,0.5,NORMAL,NORMAL,0.20686461650238486,1.0441054851866347,1.0818162905933315,0.19707793139582586,1.3379918662590526,1.355228007760375,False,0,False,0,1.0,READY,PHYSICAL,0,0.05529000012757024
load_disturbance,19028,233,252,2.33,2.52,0.2,AMBIGUOUS,NORMAL,0.27024748250630387,0.5706534882628883,0.5559264053885485,0.24762597972767297,0.7864270363268727,0.8059794769214188,False,0,False,0,1.0,READY,PHYSICAL,0,0.05282499987515621
load_disturbance,19028,253,278,2.5300000000000002,2.7800000000000002,0.26,NORMAL,NORMAL,0.26411294357747295,0.27380721028223604,0.21963701891655363,0.23999263156681352,0.512840812642797,0.4985572225001773,False,0,False,0,1.0,READY,PHYSICAL,0,0.05566923097761061
load_disturbance,19028,279,292,2.79,2.92,0.14,AMBIGUOUS,NORMAL,0.21680775601840555,0.5232115584492456,0.5077421420833365,0.27623428337742595,0.4156219168321279,0.36537923918215587,False,0,False,0,1.0,READY,PHYSICAL,0,0.04954999946806181
load_disturbance,19028,293,320,2.93,3.2,0.28,NORMAL,NORMAL,0.3095156520302687,0.9683765592981238,0.8614440455485285,0.26516687373734554,0.6186047533302365,0.5714150485259906,False,0,False,0,1.0,READY,PHYSICAL,0,0.04813928580915672
load_disturbance,19028,321,359,3.21,3.59,0.39,AMBIGUOUS,NORMAL,0.27335342110679417,0.8792745341608899,0.8612448067951818,0.29665079191668503,0.8537818941822676,0.80247053081763,False,0,False,0,1.0,READY,PHYSICAL,0,0.05567435917514675
load_disturbance,19028,360,454,3.6,4.54,0.9500000000000001,NORMAL,NORMAL,0.24606955849377138,1.3621038519518993,1.2780575890796118,0.24520911011179466,1.3442344628989773,1.2698066583996341,False,0,False,0,1.0,READY,PHYSICAL,0,0.05025578958386751
load_disturbance,19028,455,475,4.55,4.75,0.21,AMBIGUOUS,NORMAL,0.26754676805422,0.9195478582400265,0.8724603713033738,0.27566435468259753,1.0994959892719327,1.0214290283542216,False,0,False,0,1.0,READY,PHYSICAL,0,0.05489047613255458
load_disturbance,19028,476,518,4.76,5.18,0.43,NORMAL,NORMAL,0.22612822777001962,0.9381747347275163,0.839723706963952,0.23516843286819622,0.9544812449234874,0.8734245196976123,False,0,False,0,1.0,READY,PHYSICAL,0,0.047627907025703596
load_disturbance,19028,519,566,5.19,5.66,0.48,AMBIGUOUS,NORMAL,0.23008619930602636,0.9522692113009518,0.8802447542750703,0.23654288772955198,0.9388486890983181,0.8563764657343377,False,0,False,0,1.0,READY,PHYSICAL,0,0.05220416676365858
load_disturbance,19028,567,592,5.67,5.92,0.26,NORMAL,NORMAL,0.23805918765350334,0.7873242586783221,0.6689435736636474,0.2308117432397308,0.8807432311131819,0.7969792888368621,False,0,False,0,1.0,READY,PHYSICAL,0,0.0518500001607418
load_disturbance,19028,593,600,5.93,6.0,0.08,AMBIGUOUS,NORMAL,0.2261475923887728,0.9765701594965872,0.9411543713217787,0.22635595459735294,0.8191564267459628,0.7284168230582918,False,0,False,0,1.0,READY,PHYSICAL,0,0.042199999597869464
load_disturbance,19029,20,153,0.2,1.53,1.34,AMBIGUOUS,AMBIGUOUS,0.22558376922301138,3.5946063578371574,3.6043288940337663,0.16395213257109548,1.5227618999878918,1.6867140325589878,False,0,False,0,0.029850746268656716,STARTUP_BLANKING,PHYSICAL,0,0.031801492492485886
load_disturbance,19029,154,174,1.54,1.74,0.21,NORMAL,NORMAL,0.2840434915749044,1.100657931529065,0.9890273679591162,0.2225675063808128,1.2147659863418316,1.2547671685904076,False,0,False,0,1.0,READY,PHYSICAL,0,0.04833809509277455
load_disturbance,19029,175,181,1.75,1.81,0.07,AMBIGUOUS,NORMAL,0.23557939991072832,2.07776985270975,2.201068014684705,0.23911876833740178,1.5106380856294173,1.5314967345028752,False,0,False,0,1.0,READY,PHYSICAL,0,0.042714285622683486
load_disturbance,19029,182,272,1.82,2.72,0.91,NORMAL,NORMAL,0.2251587334476038,0.8158048250611282,0.7810417496524286,0.22253064187218458,1.0333504741612163,1.010800037302075,False,0,False,0,1.0,READY,PHYSICAL,0,0.049462637364810616
load_disturbance,19029,273,278,2.73,2.7800000000000002,0.06,AMBIGUOUS,NORMAL,0.17807391867225184,0.6421589321283735,0.643771215234692,0.24136079149242518,0.5408505477654939,0.5162005469498782,False,0,False,0,1.0,READY,PHYSICAL,0,0.05758333342479697
load_disturbance,19029,279,293,2.79,2.93,0.15,NORMAL,NORMAL,0.21092280588030027,0.21138469246835806,0.15559954910730955,0.21160519915276485,0.4312121022473617,0.40096505347876993,False,0,False,0,1.0,READY,PHYSICAL,0,0.04391999997703048
load_disturbance,19029,294,298,2.94,2.98,0.05,AMBIGUOUS,NORMAL,0.24257545019053026,0.33007637194333767,0.27569796638031363,0.22947709671419822,0.3685105152962857,0.32862200437095623,False,0,False,0,1.0,READY,PHYSICAL,0,0.05793999989691656
load_disturbance,19029,299,410,2.99,4.1,1.12,NORMAL,NORMAL,0.23734128378981076,1.1412167537598796,1.045609381545973,0.23341967451203474,1.0421032196297435,0.9542850795825313,False,0,False,0,1.0,READY,PHYSICAL,0,0.05153125000236157
load_disturbance,19029,411,419,4.11,4.19,0.09,AMBIGUOUS,NORMAL,0.2628129441373059,1.2936506682148243,1.2198091139499614,0.26877939978923976,1.026707452160508,0.9366037714759595,False,0,False,0,1.0,READY,PHYSICAL,0,0.05933333320879481
load_disturbance,19029,420,438,4.2,4.38,0.19,NORMAL,NORMAL,0.29564694246246187,1.0039268411258517,0.8702766256435743,0.23858325885609144,1.049499541812566,0.9697323745347348,True,2,False,0,1.0,READY,PHYSICAL,0,0.05105263172529368
load_disturbance,19029,439,600,4.39,6.0,1.62,AMBIGUOUS,AMBIGUOUS,2.109167492545412,1.466065060135562,0.8699504690495992,0.3057578311221089,1.0147881985514562,0.869001471174896,True,162,False,0,0.006172839506172839,INSUFFICIENT_TRUSTED_HISTORY,AUX_VIRTUAL,2,0.034946296283225015
load_disturbance,19030,20,153,0.2,1.53,1.34,AMBIGUOUS,AMBIGUOUS,0.2465554158833578,3.5888823539769503,3.589721312131554,0.15145733040814022,1.4528991819903174,1.5802005001588564,False,0,False,0,0.029850746268656716,STARTUP_BLANKING,PHYSICAL,0,0.032478358254810526
load_disturbance,19030,154,270,1.54,2.7,1.17,NORMAL,NORMAL,0.2165070137945643,0.8868940436783365,0.8662808411452393,0.1975477778179568,1.0243729658594307,1.0266252949094856,False,0,False,0,1.0,READY,PHYSICAL,0,0.056924786361214966
load_disturbance,19030,271,280,2.71,2.8000000000000003,0.1,AMBIGUOUS,NORMAL,0.1603664069389275,0.8985534256074488,0.9051416493568034,0.2456385788235072,0.6430805917528927,0.6221613882283834,False,0,False,0,1.0,READY,PHYSICAL,0,0.06086000030336436
load_disturbance,19030,281,357,2.81,3.5700000000000003,0.77,NORMAL,NORMAL,0.23456815644528267,0.8676636117854073,0.7658830518674573,0.2277726951067174,0.7581808951380197,0.6820709231542536,False,0,False,0,1.0,READY,PHYSICAL,0,0.04927922052413666
load_disturbance,19030,358,367,3.58,3.67,0.1,AMBIGUOUS,NORMAL,0.27689382687152175,1.8651193595796194,1.8152982853536095,0.26350090110969226,1.303246230056763,1.2020177421838674,False,0,False,0,1.0,READY,PHYSICAL,0,0.08452999991277466
load_disturbance,19030,368,385,3.68,3.85,0.18,NORMAL,NORMAL,0.32313984989565486,1.2685213284989527,1.126962976727829,0.2719511113121249,1.4325855373182976,1.347073930704279,True,2,False,0,1.0,READY,PHYSICAL,0,0.05241666692907327
load_disturbance,19030,386,450,3.86,4.5,0.65,AMBIGUOUS,AMBIGUOUS,0.17398646980489693,1.0943123187948354,1.0062521620993943,0.20311365675851514,1.6689760222761159,1.4874796242875927,False,5,False,0,0.15384615384615385,INSUFFICIENT_TRUSTED_HISTORY,PHYSICAL,0,0.034507692152356655
load_disturbance,19030,451,526,4.51,5.26,0.76,NORMAL,NORMAL,0.2087159039057576,0.9067656443688094,0.8187685524540366,0.19655956377203684,1.0480352164704594,0.9474071148369484,False,0,False,0,1.0,READY,PHYSICAL,0,0.05628421049071843
load_disturbance,19030,527,550,5.2700000000000005,5.5,0.24,AMBIGUOUS,NORMAL,0.24349408058925004,0.8811777338676366,0.823060717859124,0.26035964161580716,0.9580354597550124,0.8761368880919327,False,0,False,0,1.0,READY,PHYSICAL,0,0.04682499995093773
load_disturbance,19030,551,600,5.51,6.0,0.5,NORMAL,NORMAL,0.21996577097708042,0.9617432829908433,0.8763369367983025,0.22322997758031693,0.9725016825619264,0.8939860682854314,False,0,False,0,1.0,READY,PHYSICAL,0,0.053981999881216325
combined_fault_load,19026,20,157,0.2,1.57,1.3800000000000001,AMBIGUOUS,AMBIGUOUS,0.22821870106534678,3.3658929292263955,3.3746010983739563,0.054827397703995646,1.2768480562123155,1.2556034192574903,False,0,False,0,0.057971014492753624,STARTUP_BLANKING,PHYSICAL,0,0.03177101455324758
combined_fault_load,19026,158,212,1.58,2.12,0.55,NORMAL,NORMAL,0.1923759029969295,0.8039772098417799,0.8105323195149715,0.15742924815576825,0.8946293487681832,0.8944313691931002,False,0,False,0,1.0,READY,PHYSICAL,0,0.0558690906803928
combined_fault_load,19026,213,219,2.13,2.19,0.07,AMBIGUOUS,NORMAL,0.22068832885650685,0.27020878020112754,0.1482735803949861,0.19457377856168895,0.737111969865753,0.7330754884336501,False,0,False,0,1.0,READY,PHYSICAL,0,0.04348571461118159
combined_fault_load,19026,220,263,2.2,2.63,0.44,NORMAL,NORMAL,0.20635546269955832,0.35173659626886594,0.32479004206158346,0.1902224749873758,0.480846027466874,0.46307357565895496,False,0,False,0,1.0,READY,PHYSICAL,0,0.0583454544456882
combined_fault_load,19026,264,269,2.64,2.69,0.06,AMBIGUOUS,NORMAL,0.19909688833268527,0.267685145524099,0.23776089627625532,0.23099338182815568,0.34440748378479324,0.3089678975226507,False,0,False,0,1.0,READY,PHYSICAL,0,0.05293333348769617
combined_fault_load,19026,270,300,2.7,3.0,0.31,NORMAL,NORMAL,0.3364044669908144,0.3620108951435479,0.21089757784913407,0.22310067839732714,0.30192478372400294,0.251206321807783,True,1,False,0,1.0,READY,PHYSICAL,0,0.05394516125717576
combined_fault_load,19026,301,600,3.0100000000000002,6.0,3.0,AMBIGUOUS,AMBIGUOUS,1.7181935520923488,1.8945510131256242,0.6958780373399251,0.6427420795785165,0.6292222263751777,0.2484855785989835,True,300,False,0,0.006666666666666667,INSUFFICIENT_TRUSTED_HISTORY,AUX_VIRTUAL,2,0.029885666614669997
combined_fault_load,19027,20,159,0.2,1.59,1.4000000000000001,AMBIGUOUS,AMBIGUOUS,0.22102339381544375,3.371098208572048,3.37310745294932,0.09498203823510282,1.376905619659116,1.3395803337673218,False,0,False,0,0.07142857142857142,STARTUP_BLANKING,PHYSICAL,0,0.033489285708908155
combined_fault_load,19027,160,227,1.6,2.27,0.68,NORMAL,NORMAL,0.26484497881645835,0.8719806757865067,0.8560770457812932,0.22219143517876624,1.0009319606530052,0.9853645261115989,False,0,False,0,1.0,READY,PHYSICAL,0,0.048354411827698215
combined_fault_load,19027,228,242,2.2800000000000002,2.42,0.15,AMBIGUOUS,NORMAL,0.2109292301399743,0.3007604161544961,0.33693056086143874,0.26121577500669957,0.58847455104157,0.5650595094313658,False,0,False,0,1.0,READY,PHYSICAL,0,0.056060000133584253
combined_fault_load,19027,243,275,2.43,2.75,0.33,NORMAL,NORMAL,0.22108735287557318,0.4415131342000298,0.4383017062226384,0.22268364834645613,0.4401081088263854,0.4411976748358726,False,0,False,0,1.0,READY,PHYSICAL,0,0.05372727272598157
combined_fault_load,19027,276,285,2.7600000000000002,2.85,0.1,AMBIGUOUS,NORMAL,0.28750539691985466,0.6043514089040031,0.6111530755974754,0.25374635923605265,0.5053184326906791,0.5085304330317866,False,0,False,0,1.0,READY,PHYSICAL,0,0.049589999798627105
combined_fault_load,19027,286,299,2.86,2.99,0.14,NORMAL,NORMAL,0.21194585950877404,0.2893289466998625,0.2253725349372786,0.22594683344916075,0.45304470141605485,0.43790754045630303,False,0,False,0,1.0,READY,PHYSICAL,0,0.061071428587768296
combined_fault_load,19027,300,600,3.0,6.0,3.0100000000000002,AMBIGUOUS,AMBIGUOUS,1.5938038883204215,1.6656381582855084,0.5304709676610674,0.4959746875812166,0.6450934363985871,0.33590182993482304,True,301,False,0,0.009966777408637873,INSUFFICIENT_TRUSTED_HISTORY,AUX_VIRTUAL,2,0.034662458498235495
combined_fault_load,19028,20,156,0.2,1.56,1.37,AMBIGUOUS,AMBIGUOUS,0.23037857493618835,3.5394522626613423,3.53707060986629,0.05212898701847736,1.7892415148747636,1.8371459586010261,False,0,False,0,0.051094890510948905,STARTUP_BLANKING,PHYSICAL,0,0.033893430627624156
combined_fault_load,19028,157,168,1.57,1.68,0.12,NORMAL,NORMAL,0.2884737672114082,0.9548060602432275,0.9267382635483798,0.12168639458962767,1.393496482023114,1.4163083078818726,False,0,False,0,1.0,READY,PHYSICAL,0,0.07725833302174578
combined_fault_load,19028,169,182,1.69,1.82,0.14,AMBIGUOUS,NORMAL,0.23808088914590136,2.0756802132802465,2.039179941565167,0.1978270720445345,1.5477250645925287,1.5554600048056897,False,0,False,0,1.0,READY,PHYSICAL,0,0.062271428500285504
combined_fault_load,19028,183,232,1.83,2.32,0.5,NORMAL,NORMAL,0.20686461650238486,1.0441054851866347,1.0818162905933315,0.19707793139582586,1.3379918662590526,1.355228007760375,False,0,False,0,1.0,READY,PHYSICAL,0,0.05440399978397181
combined_fault_load,19028,233,252,2.33,2.52,0.2,AMBIGUOUS,NORMAL,0.27024748250630387,0.5706534882628883,0.5559264053885485,0.24762597972767297,0.7864270363268727,0.8059794769214188,False,0,False,0,1.0,READY,PHYSICAL,0,0.060909999774594326
combined_fault_load,19028,253,278,2.5300000000000002,2.7800000000000002,0.26,NORMAL,NORMAL,0.26411294357747295,0.27380721028223604,0.21963701891655363,0.23999263156681352,0.512840812642797,0.4985572225001773,False,0,False,0,1.0,READY,PHYSICAL,0,0.05026538474339759
combined_fault_load,19028,279,292,2.79,2.92,0.14,AMBIGUOUS,NORMAL,0.21680775601840555,0.5232115584492456,0.5077421420833365,0.27623428337742595,0.4156219168321279,0.36537923918215587,False,0,False,0,1.0,READY,PHYSICAL,0,0.0632428573226207
combined_fault_load,19028,293,301,2.93,3.0100000000000002,0.09,NORMAL,NORMAL,0.840936550856934,1.1423759286023152,0.48915670700078884,0.2887536296789789,0.5409517257108498,0.46892700893761713,True,2,False,0,1.0,READY,PHYSICAL,0,0.05432222254360871
combined_fault_load,19028,302,600,3.02,6.0,2.99,AMBIGUOUS,AMBIGUOUS,1.6151175495768757,1.7759718137775093,0.5412235088027658,0.6221838030110016,0.8909051385716804,0.4642431352656998,True,299,False,0,0.0033444816053511705,INSUFFICIENT_TRUSTED_HISTORY,AUX_VIRTUAL,2,0.03153177259754067
combined_fault_load,19029,20,153,0.2,1.53,1.34,AMBIGUOUS,AMBIGUOUS,0.22558376922301138,3.5946063578371574,3.6043288940337663,0.16395213257109548,1.5227618999878918,1.6867140325589878,False,0,False,0,0.029850746268656716,STARTUP_BLANKING,PHYSICAL,0,0.027960447708332437
combined_fault_load,19029,154,174,1.54,1.74,0.21,NORMAL,NORMAL,0.2840434915749044,1.100657931529065,0.9890273679591162,0.2225675063808128,1.2147659863418316,1.2547671685904076,False,0,False,0,1.0,READY,PHYSICAL,0,0.05098095209091082
combined_fault_load,19029,175,181,1.75,1.81,0.07,AMBIGUOUS,NORMAL,0.23557939991072832,2.07776985270975,2.201068014684705,0.23911876833740178,1.5106380856294173,1.5314967345028752,False,0,False,0,1.0,READY,PHYSICAL,0,0.061371428663343455
combined_fault_load,19029,182,272,1.82,2.72,0.91,NORMAL,NORMAL,0.2251587334476038,0.8158048250611282,0.7810417496524286,0.22253064187218458,1.0333504741612163,1.010800037302075,False,0,False,0,1.0,READY,PHYSICAL,0,0.05422857136111885
combined_fault_load,19029,273,278,2.73,2.7800000000000002,0.06,AMBIGUOUS,NORMAL,0.17807391867225184,0.6421589321283735,0.643771215234692,0.24136079149242518,0.5408505477654939,0.5162005469498782,False,0,False,0,1.0,READY,PHYSICAL,0,0.06593333334118749
combined_fault_load,19029,279,293,2.79,2.93,0.15,NORMAL,NORMAL,0.21092280588030027,0.21138469246835806,0.15559954910730955,0.21160519915276485,0.4312121022473617,0.40096505347876993,False,0,False,0,1.0,READY,PHYSICAL,0,0.04951333333641136
combined_fault_load,19029,294,298,2.94,2.98,0.05,AMBIGUOUS,NORMAL,0.24257545019053026,0.33007637194333767,0.27569796638031363,0.22947709671419822,0.3685105152962857,0.32862200437095623,False,0,False,0,1.0,READY,PHYSICAL,0,0.06318000014289282
combined_fault_load,19029,299,301,2.99,3.0100000000000002,0.03,NORMAL,AMBIGUOUS,2.0156425533853457,2.060992164669775,0.04534961128442916,0.3516836191773101,0.48146199121029715,0.2951997309372251,True,2,False,0,1.0,READY,MAIN_VIRTUAL,1,0.07083333305975732
combined_fault_load,19029,302,600,3.02,6.0,2.99,AMBIGUOUS,AMBIGUOUS,1.5878295803601499,1.742369614464641,0.551857810547103,0.603015651514011,0.7203744213351455,0.267217989693304,True,299,False,0,0.0033444816053511705,INSUFFICIENT_TRUSTED_HISTORY,AUX_VIRTUAL,2,0.03218394659144608
