percentile,instant_gate,cusum_threshold,validation_false_alarm_rate
90.0,0.937210063934329,0.5203122429987501,0.05151001975726785
95.0,0.937210063934329,0.6666645341059279,0.023285351397121085
97.5,0.937210063934329,0.8208884256507352,0.009878633926051369
99.0,0.937210063934329,1.0348974832978977,0.005644933672029354
99.5,0.937210063934329,1.2489700808680375,0.004233700254022015
99.9,0.937210063934329,1.5696827323213676,0.0007056167090036692
