percentile,tau_ewma,tau_cusum,tau_mismatch,sensor_false_alarm_rate,mismatch_false_alarm_rate,combined_false_alarm_rate
95.0,0.29567686952684774,0.9053305039071871,0.5183578133583069,0.08368614168783517,0.04953429297205758,0.11741462037821056
97.5,0.31324437150059115,1.197844799739138,0.5918352603912354,0.04304261924922382,0.024837708156929157,0.062376517075924356
99.0,0.3331529103840207,1.5258068099879243,0.7044591307640076,0.018204911092294666,0.010019757267852102,0.026672311600338696
99.5,0.3472646321466947,1.7429901754809474,0.7560535073280334,0.009314140558848433,0.005080440304826418,0.014394580863674851
99.9,0.3773456927580328,2.447782537553034,0.8613077402114868,0.0021168501270110076,0.0011289867344058708,0.003245836861416878
