population,run_id,sample,time_s,estimator,update_runtime_us
clean_heldout_test,8,130,1.2999999523162842,auxiliary_LSTM,1574.5
clean_heldout_test,8,131,1.309999942779541,EKF,478.2
clean_heldout_test,8,131,1.309999942779541,auxiliary_LSTM,942.1
clean_heldout_test,8,132,1.3200000524520874,EKF,511.4
clean_heldout_test,8,132,1.3200000524520874,auxiliary_LSTM,1039.8
clean_heldout_test,8,133,1.3300000429153442,EKF,497.4
clean_heldout_test,8,133,1.3300000429153442,auxiliary_LSTM,913.6
clean_heldout_test,8,134,1.340000033378601,EKF,512.7
clean_heldout_test,8,134,1.340000033378601,auxiliary_LSTM,860.5
clean_heldout_test,8,135,1.350000023841858,EKF,757.5
clean_heldout_test,8,135,1.350000023841858,auxiliary_LSTM,882.9
clean_heldout_test,8,136,1.3600000143051147,EKF,735.3
clean_heldout_test,8,136,1.3600000143051147,auxiliary_LSTM,3398.4
clean_heldout_test,8,137,1.3700000047683716,EKF,576.2
clean_heldout_test,8,137,1.3700000047683716,auxiliary_LSTM,1545.9
clean_heldout_test,8,138,1.3799999952316284,EKF,482.3
clean_heldout_test,8,138,1.3799999952316284,auxiliary_LSTM,975.8
clean_heldout_test,8,139,1.3899999856948853,EKF,909.4
clean_heldout_test,8,139,1.3899999856948853,auxiliary_LSTM,917.6
clean_heldout_test,8,140,1.399999976158142,EKF,917.6
clean_heldout_test,8,140,1.399999976158142,auxiliary_LSTM,938.5
clean_heldout_test,8,141,1.409999966621399,EKF,1481.5
clean_heldout_test,8,141,1.409999966621399,auxiliary_LSTM,1377.1
clean_heldout_test,8,142,1.4199999570846558,EKF,1263.7
clean_heldout_test,8,142,1.4199999570846558,auxiliary_LSTM,1111.4
clean_heldout_test,8,143,1.4299999475479126,EKF,1176.2
clean_heldout_test,8,143,1.4299999475479126,auxiliary_LSTM,1014.9
clean_heldout_test,8,144,1.440000057220459,EKF,663.5
clean_heldout_test,8,144,1.440000057220459,auxiliary_LSTM,905.2
clean_heldout_test,8,145,1.4500000476837158,EKF,427.1
clean_heldout_test,8,145,1.4500000476837158,auxiliary_LSTM,1212.4
clean_heldout_test,8,146,1.4600000381469727,EKF,416.1
clean_heldout_test,8,146,1.4600000381469727,auxiliary_LSTM,2960.1
clean_heldout_test,8,147,1.4700000286102295,EKF,405.7
clean_heldout_test,8,147,1.4700000286102295,auxiliary_LSTM,1769.6
clean_heldout_test,8,148,1.4800000190734863,EKF,434.8
clean_heldout_test,8,148,1.4800000190734863,auxiliary_LSTM,2172.4
clean_heldout_test,8,149,1.4900000095367432,EKF,427.8
clean_heldout_test,8,149,1.4900000095367432,auxiliary_LSTM,1480.4
clean_heldout_test,8,150,1.5,EKF,445.3
clean_heldout_test,8,150,1.5,auxiliary_LSTM,1916.3
clean_heldout_test,8,151,1.5099999904632568,EKF,530.7
clean_heldout_test,8,151,1.5099999904632568,auxiliary_LSTM,1049.8
clean_heldout_test,8,152,1.5199999809265137,EKF,663.3
clean_heldout_test,8,152,1.5199999809265137,auxiliary_LSTM,871.2
clean_heldout_test,8,153,1.5299999713897705,EKF,632.9
clean_heldout_test,8,153,1.5299999713897705,auxiliary_LSTM,878.1
clean_heldout_test,8,154,1.5399999618530273,EKF,613.7
clean_heldout_test,8,154,1.5399999618530273,auxiliary_LSTM,786.2
clean_heldout_test,8,155,1.5499999523162842,EKF,662.4
clean_heldout_test,8,155,1.5499999523162842,auxiliary_LSTM,738.6
clean_heldout_test,8,156,1.559999942779541,EKF,621.8
clean_heldout_test,8,156,1.559999942779541,auxiliary_LSTM,956.4
clean_heldout_test,8,157,1.5700000524520874,EKF,561.3
clean_heldout_test,8,157,1.5700000524520874,auxiliary_LSTM,1563.9
clean_heldout_test,8,158,1.5800000429153442,EKF,420.5
clean_heldout_test,8,158,1.5800000429153442,auxiliary_LSTM,954.4
clean_heldout_test,8,159,1.590000033378601,EKF,475.3
clean_heldout_test,8,159,1.590000033378601,auxiliary_LSTM,871.4
clean_heldout_test,8,160,1.600000023841858,EKF,422.4
clean_heldout_test,8,160,1.600000023841858,auxiliary_LSTM,851.9
clean_heldout_test,8,161,1.6100000143051147,EKF,413.5
clean_heldout_test,8,161,1.6100000143051147,auxiliary_LSTM,723.3
clean_heldout_test,8,162,1.6200000047683716,EKF,910.5
clean_heldout_test,8,162,1.6200000047683716,auxiliary_LSTM,684.7
clean_heldout_test,8,163,1.6299999952316284,EKF,994.6
clean_heldout_test,8,163,1.6299999952316284,auxiliary_LSTM,1363.0
clean_heldout_test,8,164,1.6399999856948853,EKF,536.0
clean_heldout_test,8,164,1.6399999856948853,auxiliary_LSTM,1945.5
clean_heldout_test,8,165,1.649999976158142,EKF,410.1
