controller,scenario,seed,overall_rmse,overall_mae,fault_window_rmse,recovery_latency_s,reliability_entries,recovery_events,false_recovery_events,sub_duration_s,sub_fraction,switches,avg_episode_duration_s,frac_phys,frac_main,frac_aux,frac_fb,event_frac_aux,event_frac_fb,control_effort_u2,control_variation_du2,voltage_violations,rate_violations,optimizer_failures,main_prediction_failures,aux_prediction_failures,prediction_failure_messages,nonfinite_events,mean_solve_ms,mean_aux_inference_ms,mean_reliability_update_ms,mean_arbitration_ms,mean_extension_ms,mean_control_compute_ms,sim_time_s,main_virtual_rmse,main_virtual_mae,aux_virtual_rmse,aux_virtual_mae,selected_virtual_rmse,selected_virtual_mae,corrupted_rmse,corrupted_mae,sub_samples,genuine_sensor_fault_entries,genuine_sensor_fault_entries_permitted,false_sensor_fault_entries,suppressed_entry_count,suppressed_candidate_samples,suppressed_false_entry_count,suppressed_false_entries,genuine_sensor_fault_suppressed,genuine_sensor_fault_entries_suppressed,suppression_episodes,attributor_suppression_episodes,c3_candidate_samples,c3_new_entry_candidate_samples,attribution_switches,mean_attribution_dwell_s,auxiliary_misuse_events,aux_selected_while_witness_unready_samples,aux_witness_ready_fraction,untrusted_aux_fraction,untrusted_aux_candidate_samples,mean_attribution_ms,median_attribution_ms,p95_attribution_ms,p99_attribution_ms,attr_frac_normal,attr_frac_likely_sensor_fault,attr_frac_likely_plant_or_main_mismatch,attr_frac_likely_aux_mismatch,attr_frac_ambiguous,detection_latency_s,detected_event,sensor_fault_detected
C4_attribution_MPC,load_disturbance,19027,10.83262460435799,4.919131080167157,0.9486992700295822,,1,,,0.07,0.011647254575707155,4,1.2,0.9883527454242929,0.011647254575707155,0.0,0.0,0.0,0.0,8472.430549890241,157.71644996352845,0,0,0,0,0,,0,98.86980826438747,0.4062705679902131,0.007234079158900381,0.005654388919436427,0.4718158347080067,98.89611239667235,12.768247899999551,0.24610921529167326,,1.1148380579717112,,0.24610921529167326,,0.38277057894771727,,7,0.0,0.0,1.0,0,0,0,0,0,0,0,0,7.0,2.0,14.0,0.38733333333333336,0,0.0,0.6867469879518072,0.3132530120481928,5.0,0.05265679863945676,0.051799999710056,0.09180000051856041,0.11851999952341433,0.49569707401032703,0.0,0.0,0.0,0.504302925989673,,,
B_plain_MPC,load_disturbance,19028,10.858084169163941,5.079225842549155,1.2249391702106744,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8595.054160076312,169.72734809898506,0,0,0,0,0,,0,86.90953223140993,0.0,0.0,0.0,0.0,86.93055041325998,11.01767850000033,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19028,10.858084169163941,5.079225842549155,1.2249391702106744,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8595.054160076312,169.72734809898506,0,0,0,0,0,,0,93.4619049586661,0.41524733211994935,0.009866781377877956,0.006446471605897743,0.4315605851037251,93.48415537193839,12.103781499999968,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,load_disturbance,19028,10.858084169163941,5.079225842549155,1.2249391702106744,,0,,,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8595.054160076312,169.72734809898506,0,0,0,0,0,,0,87.94642809908879,0.3713963855725039,0.0065936316869940155,0.004814285758034993,0.4301528400566594,87.96925041325785,11.37565689999974,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,14.0,0.38733333333333336,0,0.0,0.7762478485370051,0.22375215146299485,0.0,0.04734853703912653,0.0473000000056345,0.07580000055895653,0.09299999946961184,0.4819277108433735,0.0,0.0,0.0,0.5180722891566265,,,
B_plain_MPC,load_disturbance,19029,10.842618060648219,4.968145760023338,0.9422199238947252,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8498.199784430983,163.46562199302994,0,0,0,0,0,,0,85.70798677683042,0.0,0.0,0.0,0.0,85.7292991734216,10.87464369999907,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19029,11.030137091146592,5.7259166603969,3.0128504157627836,,1,0.0,0.0,1.6400000000000001,0.27287853577371046,2,2.0,0.7271214642262895,0.09317803660565724,0.17970049916805325,0.0,0.3588039867109635,0.0,8421.317534296644,202.60021486793084,0,0,0,0,0,,0,77.30622066105565,0.38067504300609356,0.008762134341016114,0.006385714294775205,0.3958228916418849,77.33008925617078,10.079504799999995,2.495715520733354,2.109200884345575,1.645216170579938,1.4715490629083654,2.3913094496748855,2.0243514302542334,0.2556331205561426,0.20274143736365774,164,0.0,0.0,1.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,load_disturbance,19029,11.030137091146592,5.7259166603969,3.0128504157627836,,1,,,1.6400000000000001,0.27287853577371046,2,2.0,0.7271214642262895,0.09317803660565724,0.17970049916805325,0.0,0.3588039867109635,0.0,8421.317534296644,202.60021486793084,0,0,0,0,0,,0,77.69036611572412,0.3759049913697582,0.00697349398357837,0.005828915718024582,0.4305445783346889,77.7155479339523,10.140740500000902,2.495715520733354,,1.645216170579938,,2.3913094496748855,,0.2556331205561426,,164,0.0,0.0,1.0,0,0,0,0,0,0,0,0,164.0,3.0,10.0,0.5281818181818182,0,108.0,0.4991394148020654,0.5008605851979346,161.0,0.04183717726332776,0.03699999979289714,0.07030000051599927,0.09117999870795782,0.4440619621342513,0.0,0.0,0.0,0.5559380378657487,,,
B_plain_MPC,load_disturbance,19030,10.841650232663916,4.971864888063124,0.9335778767945815,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8537.035750900148,163.53842764631838,0,0,0,0,0,,0,87.27143057839092,0.0,0.0,0.0,0.0,87.29144710732801,11.04131419999976,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,load_disturbance,19030,10.842292963342944,4.979133297006609,0.9483644979634842,,1,1.0,1.0,0.07,0.011647254575707155,4,1.2,0.9883527454242929,0.011647254575707155,0.0,0.0,0.0,0.0,8542.252319616104,164.4028352526961,0,0,0,0,0,,0,84.69417438024443,0.3838740103361275,0.00894629949170426,0.005592771060394104,0.39841308088822586,84.7145371900289,10.977679500001614,0.25744810797804957,0.25421125639605535,0.7381179412684041,0.732870078606861,0.25744810797804957,0.25421125639605535,0.40910825538608175,0.3086931695284158,7,0.0,0.0,1.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,load_disturbance,19030,10.842292963342944,4.979133297006609,0.9483644979634842,,1,,,0.07,0.011647254575707155,4,1.2,0.9883527454242929,0.011647254575707155,0.0,0.0,0.0,0.0,8542.252319616104,164.4028352526961,0,0,0,0,0,,0,96.30620082656199,0.39196850257791843,0.0071953528181446565,0.005254561075818101,0.4518327021478383,96.33166446278777,12.441216499999427,0.25744810797804957,,0.7381179412684041,,0.25744810797804957,,0.40910825538608175,,7,0.0,0.0,1.0,0,0,0,0,0,0,0,0,7.0,2.0,9.0,0.5810000000000001,0,0.0,0.6815834767641996,0.31841652323580033,5.0,0.047414285675957145,0.047199999244185165,0.07829999958630651,0.10304000097676194,0.5817555938037866,0.0,0.0,0.0,0.41824440619621345,,,
B_plain_MPC,parameter_variation,19026,10.814439362017449,4.722559764189438,0.6484448071520676,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7667.235872846829,118.56244093099144,0,0,0,0,0,,0,96.904819008212,0.0,0.0,0.0,0.0,96.9262049586012,12.230945100000099,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19026,10.814439362017449,4.722559764189438,0.6484448071520676,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7667.235872846829,118.56244093099144,0,0,0,0,0,,0,101.66335289250128,0.44190447501361424,0.010628915743788315,0.0065184165690811155,0.4590518073264837,101.6879181818146,13.146879300000364,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,parameter_variation,19026,10.814439362017449,4.722559764189438,0.6484448071520676,,0,,,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7667.235872846829,118.56244093099144,0,0,0,0,0,,0,100.44542148770692,0.4163769362549702,0.007516695301458416,0.00541824439956074,0.47083356273173205,100.4715925619091,12.9743641999994,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8.0,0.6455555555555557,0,0.0,0.3046471600688468,0.6953528399311532,0.0,0.041521686775742694,0.03730000025825575,0.07060000098135788,0.08928000024752696,0.22375215146299485,0.0,0.0,0.010327022375215147,0.76592082616179,,,
B_plain_MPC,parameter_variation,19027,10.821326615157487,4.801901144555548,0.6415223056653312,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7847.942507708574,137.2278289801237,0,0,0,0,0,,0,103.396454545422,0.0,0.0,0.0,0.0,103.4190099173339,13.046101500000077,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19027,10.82126501520815,4.800898615552593,0.6394442374032359,,0,0.0,0.0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0,0.0,0.0016638935108153079,0.0,0.0033222591362126247,7848.0377237884,137.51916766533097,0,0,0,0,0,,0,101.58451652901284,0.4208275387317592,0.010367469845222238,0.006289673006769571,0.43748468158375103,101.60744462813425,13.091763700000229,0.27572437639842917,0.27572437639842917,10.919665032194239,10.919665032194239,0.24988498072016796,0.24988498072016796,0.6866875642852079,0.6866875642852079,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,parameter_variation,19027,10.82126501520815,4.800898615552593,0.6394442374032359,,0,,,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0,0.0,0.0016638935108153079,0.0,0.0033222591362126247,7848.0377237884,137.51916766533097,0,0,0,0,0,,0,104.50891983469954,0.4211728055185996,0.008247160106961873,0.005759036181304843,0.4778531842327856,104.53413471069995,13.478291700001137,0.27572437639842917,,10.919665032194239,,0.24988498072016796,,0.6866875642852079,,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,6.0,0.8300000000000001,0,0.0,0.31153184165232356,0.6884681583476764,1.0,0.042674182425919326,0.038300000596791506,0.07139999979699496,0.08785999889369131,0.19793459552495696,0.0,0.0,0.0,0.802065404475043,,,
B_plain_MPC,parameter_variation,19028,10.835528951168332,4.90604346959062,0.7235283131243944,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7938.735786142917,154.96923722036868,0,0,0,0,0,,0,98.24782644611618,0.0,0.0,0.0,0.0,98.26938925616861,12.391742600000725,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19028,10.835528951168332,4.90604346959062,0.7235283131243944,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7938.735786142917,154.96923722036868,0,0,0,0,0,,0,98.95247272727507,0.4266084337713423,0.010282099810395856,0.0069309810391188845,0.443821514620857,98.97491818183647,12.787997899999027,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,parameter_variation,19028,10.835528951168332,4.90604346959062,0.7235283131243944,,0,,,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7938.735786142917,154.96923722036868,0,0,0,0,0,,0,97.00458181812655,0.4428765920416675,0.008210671239011768,0.005997762454517559,0.5038266780331826,97.0304074378287,12.615533899999718,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8.0,0.6455555555555557,0,0.0,0.3304647160068847,0.6695352839931153,0.0,0.046741652297985735,0.04050000097777229,0.08640000123705249,0.11106000092695469,0.18072289156626506,0.0,0.0,0.0,0.8192771084337349,,,
B_plain_MPC,parameter_variation,19029,10.831946257271778,4.847187509764019,0.6526357854134137,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7892.225098820821,145.12607335337424,0,0,0,0,0,,0,98.9606719007843,0.0,0.0,0.0,0.0,98.98295454543639,12.495116900001449,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19029,10.984899554700291,5.558446077805951,2.662473331392857,,1,0.0,0.0,1.6400000000000001,0.27287853577371046,1,3.0,0.7271214642262895,0.0,0.0,0.27287853577371046,0.0,0.5448504983388704,7142.937612764691,128.63246017446897,0,0,0,0,0,,0,79.81777520668281,0.41444733219914315,0.010115662583658109,0.0071263339138760515,0.4316893286966773,79.84435041312695,10.445325700000467,3.4000430829493897,3.0832648519966677,10.176907965570397,10.137274296476217,3.3838668124855844,3.062629642946101,0.2556331205561426,0.20274143736365763,164,0.0,0.0,1.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,parameter_variation,19029,10.984899554700291,5.558446077805951,2.662473331392857,,1,,,1.6400000000000001,0.27287853577371046,1,3.0,0.7271214642262895,0.0,0.0,0.27287853577371046,0.0,0.5448504983388704,7142.937612764691,128.63246017446897,0,0,0,0,0,,0,75.56000247939303,0.42275490534921933,0.008018416566565864,0.006550602453230622,0.4809631670676859,75.58872809924411,9.972623800000292,3.4000430829493897,,10.176907965570397,,3.3838668124855844,,0.2556331205561426,,164,0.0,0.0,1.0,0,0,0,0,0,0,0,0,164.0,3.0,8.0,0.6455555555555557,0,0.0,0.3080895008605852,0.6919104991394148,164.0,0.043639242698670096,0.038800000766059384,0.07440000081260223,0.10062000073958191,0.23924268502581755,0.0,0.0,0.0,0.7607573149741824,,,
B_plain_MPC,parameter_variation,19030,10.832303274125305,4.8675388452832635,0.6834249074520516,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7897.956184619641,147.301894780041,0,0,0,0,0,,0,102.78906776860342,0.0,0.0,0.0,0.0,102.81208512400147,12.967883899998924,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19030,10.832083365823463,4.8377715358087325,0.6764296526678861,,1,0.0,0.0,2.17,0.3610648918469218,3,1.5,0.6389351081530782,0.0,0.0,0.3610648918469218,0.0,0.7209302325581395,8220.129273736533,121.91676083216319,0,0,0,0,0,,0,95.62742066107093,0.41144922548411,0.010237693626700304,0.007190877800525235,0.42887779691133554,95.6538876033854,12.349121299999751,1.2383538618646739,1.0836773848833003,12.458462605385904,12.449128962638035,1.3138253755713256,1.1658547452116055,0.22583757238675314,0.1836303751505383,217,0.0,0.0,1.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,parameter_variation,19030,10.832083365823463,4.8377715358087325,0.6764296526678861,,1,,,2.17,0.3610648918469218,3,1.5,0.6389351081530782,0.0,0.0,0.3610648918469218,0.0,0.7209302325581395,8220.129273736533,121.91676083216319,0,0,0,0,0,,0,98.39422975203865,0.42785249568251277,0.008155593783352219,0.007018244422759008,0.4864426850363652,98.42523057855296,12.75015809999968,1.2383538618646739,,12.458462605385904,,1.3138253755713256,,0.22583757238675314,,217,0.0,0.0,1.0,0,0,0,0,0,0,0,0,217.0,2.0,4.0,1.1620000000000001,0,0.0,0.31153184165232356,0.6884681583476764,217.0,0.0434163511477412,0.038500000300700776,0.07370000093942508,0.09118000052694747,0.2547332185886403,0.0,0.0,0.0,0.7452667814113597,,,
B_plain_MPC,sensor_bias_15,19026,11.958179261884872,7.52211260077378,8.134483102004394,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6429.345354485645,205.97880346548916,0,0,0,0,0,,0,82.41720826437873,0.0,0.0,0.0,0.0,82.4377768594711,10.448161199999959,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_bias_15,19026,10.80868796245771,4.616809714640719,0.3444874339422603,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6031.733572990833,78.78053255644615,0,0,0,0,0,,0,55.528251239593374,0.38680361444871914,0.0093700516012797,0.006903614481297328,0.40307728053129616,55.557248760296794,7.448098399998344,0.35600194274747765,0.3510573705935613,0.24281486273907943,0.18585912975505753,0.35600194274747765,0.3510573705935613,6.917277757803397,4.984815233983773,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_bias_15,19026,10.80868796245771,4.616809714640719,0.3444874339422603,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6031.733572990833,78.78053255644615,0,0,0,0,0,,0,56.708342975349105,0.39339104990954565,0.007417039537491564,0.0068044750410730815,0.4439099827609402,56.74012644627239,7.634071000000404,0.35600194274747765,,0.24281486273907943,,0.35600194274747765,,6.917277757803397,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,3.0,1.4525000000000001,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.03629741827282985,0.03279999873484485,0.06939999911992345,0.1095400002668614,0.0757314974182444,0.0017211703958691911,0.0,0.0,0.9225473321858864,0.0,True,True
B_plain_MPC,sensor_bias_15,19027,11.881407639821344,7.406716417903568,7.750222994371336,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6697.471782732838,220.96083254459415,0,0,0,0,0,,0,78.97457685952352,0.0,0.0,0.0,0.0,78.99503471067753,10.035749799999394,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_bias_15,19027,10.813087227345779,4.589410417314628,0.3134092727772753,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6146.606517859631,84.16046094040146,0,0,0,0,0,,0,57.50170413237296,0.38527555936365787,0.009391910559743227,0.007100344227716886,0.401767814151118,57.530505785184346,7.681744299999991,0.2626660256544832,0.2392307741019733,0.33563167883687456,0.23840558035618153,0.2626660256544832,0.2392307741019733,6.914924427256542,4.987584749338457,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_bias_15,19027,10.813087227345779,4.589410417314628,0.3134092727772753,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6146.606517859631,84.16046094040146,0,0,0,0,0,,0,57.45376859511843,0.3942872633337622,0.007379001779714198,0.006978657480860057,0.4457187607931544,57.48527272707111,7.727408199998536,0.2626660256544832,,0.33563167883687456,,0.2626660256544832,,6.914924427256542,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,3.0,1.4525000000000001,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.03707383819881798,0.035200000638724305,0.06140000004961621,0.07747999879939023,0.07228915662650602,0.0017211703958691911,0.0,0.0,0.9259896729776248,0.0,True,True
B_plain_MPC,sensor_bias_15,19028,11.909907115682094,7.49950725322498,7.623666987737824,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6757.868600159551,223.32161175780698,0,0,0,0,0,,0,78.35657685932685,0.0,0.0,0.0,0.0,78.37749008276735,9.986692700000276,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_bias_15,19028,10.826545385214931,4.73159198394702,0.4178240035235247,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6233.905352072406,104.34836373640736,0,0,0,0,0,,0,59.1685677686768,0.41686592082165,0.010193459542570178,0.007593803812016127,0.43465318417623633,59.200579338932044,7.951799500000561,0.3471331455598059,0.33869397380194355,0.4553563298052101,0.2788509059171409,0.3471331455598059,0.33869397380194355,6.9296211811974295,4.995115028413737,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_bias_15,19028,10.826545385214931,4.73159198394702,0.4178240035235247,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6233.905352072406,104.34836373640736,0,0,0,0,0,,0,54.908276859651394,0.39119328742715803,0.007405507817793086,0.006807228893975538,0.4419602410365982,54.9397768594765,7.41449399999874,0.3471331455598059,,0.4553563298052101,,0.3471331455598059,,6.9296211811974295,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,5.0,0.9683333333333334,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.03655421689767154,0.033499998608022,0.06509999911941122,0.08101999992504716,0.05335628227194492,0.0017211703958691911,0.0,0.0,0.9449225473321858,0.0,True,True
B_plain_MPC,sensor_bias_15,19029,11.891258922550461,7.438450844078241,7.6664302558676045,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6769.316770448345,220.73432970361884,0,0,0,0,0,,0,78.78003057861454,0.0,0.0,0.0,0.0,78.8011446280612,10.036398199999894,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_bias_15,19029,10.823953918237274,4.652657410401222,0.3562284088353198,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6255.207645276535,99.93567711521887,0,0,0,0,0,,0,57.569509917330905,0.38291635107416433,0.009219104991618644,0.00689518072597002,0.399030636791753,57.598190909058665,7.68664870000066,0.24087065733786578,0.21737244151777826,0.4276703010005139,0.27870666847972075,0.24087065733786578,0.21737244151777826,6.91364181856281,4.982339764110784,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_bias_15,19029,10.823953918237274,4.652657410401222,0.3562284088353198,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6255.207645276535,99.93567711521887,0,0,0,0,0,,0,59.51770991729168,0.39010103268922236,0.007313769357048517,0.006511187645335796,0.4389249570052606,59.549698347130416,7.971073200000319,0.24087065733786578,,0.4276703010005139,,0.24087065733786578,,6.91364181856281,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,5.0,0.9683333333333334,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.034998967313653914,0.03229999856557697,0.062400000388151966,0.07752000055916142,0.07056798623063683,0.0017211703958691911,0.0,0.0,0.927710843373494,0.0,True,True
B_plain_MPC,sensor_bias_15,19030,11.885158858743312,7.3884255463231385,7.680214944038779,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6703.480794752023,221.7394060753603,0,0,0,0,0,,0,79.34579008264532,0.0,0.0,0.0,0.0,79.36633884299617,10.098988499999905,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_bias_15,19030,10.826390684745974,4.745679817389615,0.5257935977508814,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6271.7796027235,115.1755088139469,0,0,0,0,0,,0,57.56083223140428,0.3702466437282678,0.008895697106887576,0.006925817563752732,0.3860681583989081,57.589357024903435,7.671282900000733,0.37734757588213813,0.3726213113764073,0.46247238976167454,0.303452409026654,0.37734757588213813,0.3726213113764073,6.926877680561356,4.980321051580663,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_bias_15,19030,10.826390684745974,4.745679817389615,0.5257935977508814,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6271.7796027235,115.1755088139469,0,0,0,0,0,,0,61.55794545445456,0.40066781407177066,0.007561101550900573,0.006826161771608764,0.45129793453206213,61.59069256219399,8.237269500001275,0.37734757588213813,,0.46247238976167454,,0.37734757588213813,,6.926877680561356,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,3.0,1.4525000000000001,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.036242857137782115,0.03440000000409782,0.0624999993306119,0.08055999969656115,0.08261617900172118,0.0017211703958691911,0.0,0.0,0.9156626506024096,0.0,True,True
B_plain_MPC,sensor_dropout,19026,27.205345227022143,22.866283186395716,20.102626943619786,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,14832.57525294823,81.36324600421737,0,0,0,0,0,,0,47.760528099132905,0.0,0.0,0.0,0.0,47.78287603304224,6.278368200000841,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_dropout,19026,10.80868796245771,4.616809714640719,0.3444874339422603,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6031.733572990833,78.78053255644615,0,0,0,0,0,,0,59.127864462891374,0.4124271945016304,0.009689500857880555,0.0073975903736852216,0.42951428573319617,59.15910991730805,7.930019800000082,0.35600194274747765,0.3510573705935613,0.24281486273907943,0.18585912975505753,0.35600194274747765,0.3510573705935613,24.521545210072272,17.419717174896768,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_dropout,19026,10.80868796245771,4.616809714640719,0.3444874339422603,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6031.733572990833,78.78053255644615,0,0,0,0,0,,0,60.00979752073265,0.39840550774656497,0.007711703948907613,0.007083132502277463,0.45005249563652083,60.04335123964493,8.044406400000298,0.35600194274747765,,0.24281486273907943,,0.35600194274747765,,24.521545210072272,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,3.0,1.4525000000000001,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.03685215143877079,0.035600000046542846,0.0625000011496013,0.07516000005125538,0.0757314974182444,0.0017211703958691911,0.0,0.0,0.9225473321858864,0.0,True,True
