scenario,controller,overall_rmse_mean,overall_rmse_std,overall_rmse_median,overall_mae_mean,overall_mae_std,overall_mae_median,fault_window_rmse_mean,fault_window_rmse_std,fault_window_rmse_median,sub_fraction_mean,sub_fraction_std,sub_fraction_median,reliability_entries_mean,reliability_entries_std,reliability_entries_median,switches_mean,switches_std,switches_median,frac_phys_mean,frac_phys_std,frac_phys_median,frac_main_mean,frac_main_std,frac_main_median,frac_aux_mean,frac_aux_std,frac_aux_median,frac_fb_mean,frac_fb_std,frac_fb_median,control_effort_u2_mean,control_effort_u2_std,control_effort_u2_median,event_frac_aux_mean,event_frac_aux_std,event_frac_aux_median,event_frac_fb_mean,event_frac_fb_std,event_frac_fb_median,optimizer_failures_mean,optimizer_failures_std,optimizer_failures_median,voltage_violations_mean,voltage_violations_std,voltage_violations_median,rate_violations_mean,rate_violations_std,rate_violations_median,main_prediction_failures_mean,main_prediction_failures_std,main_prediction_failures_median,aux_prediction_failures_mean,aux_prediction_failures_std,aux_prediction_failures_median,nonfinite_events_mean,nonfinite_events_std,nonfinite_events_median
parameter_variation,C1_sensor_MPC,10.817853237852196,0.003753608850378244,10.818510640976992,4.765344460302471,0.02258414468587013,4.76462294251668,0.6697581754068457,0.023368776648584468,0.6642757169381001,0.0009983361064891847,0.0009113520091600102,0.0016638935108153079,,,,1.2,1.0954451150103324,2.0,0.9990016638935109,0.0009113520091600017,0.9983361064891847,0.0009983361064891847,0.0009113520091600102,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,7792.922612923494,35.51646720216397,7802.100417983312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parameter_variation,C2_aux_recovery_MPC,10.817853237852196,0.003753608850378244,10.818510640976992,4.765344460302471,0.02258414468587013,4.76462294251668,0.6697581754068457,0.023368776648584468,0.6642757169381001,0.0009983361064891847,0.0009113520091600102,0.0016638935108153079,,,,1.2,1.0954451150103324,2.0,0.9990016638935109,0.0009113520091600017,0.9983361064891847,0.0009983361064891847,0.0009113520091600102,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,7792.922612923494,35.51646720216397,7802.100417983312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parameter_variation,C3_arbitration_MPC,10.817850252741826,0.003749761182616133,10.818510640976992,4.765297659251529,0.022515132785160992,4.76462294251668,0.6696643078739161,0.02328107031179924,0.6642757169381001,0.0009983361064891847,0.0009113520091600102,0.0016638935108153079,,,,1.2,1.0954451150103324,2.0,0.9990016638935109,0.0009113520091600017,0.9983361064891847,0.0006655574043261231,0.0009113520091600101,0.0,0.0,0.0,0.0,0.00033277870216306157,0.0007441157995007619,0.0,7792.911377549455,35.512846739015245,7802.0442411131135,0.0,0.0,0.0,0.000664451827242525,0.0014857594534882323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_15,A_PI,13.001627507233843,0.027859963719727363,13.008296603704029,9.422982493316447,0.044424510602266966,9.430338588006016,11.085139312528714,0.05185072004429396,11.104061480477354,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5881.576017104273,9.760010645482527,5879.669641973377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_15,B_plain_MPC,11.957293883116284,0.025635856740024644,11.96936376332617,7.546633578397431,0.06936132482942524,7.59364252299267,7.995798613485706,0.09436120670908234,7.969418838383014,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6671.827027236579,107.62279859583002,6611.237636929477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_15,C1_sensor_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_15,C2_aux_recovery_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_15,C3_arbitration_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_5,A_PI,11.462817754593706,0.008192033691694675,11.462980211052281,6.876422025313973,0.01870129926656629,6.875887643714681,5.150390386627061,0.03151619572065672,5.145478360746504,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5867.2555103009745,6.601118552034235,5864.850882305832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_5,B_plain_MPC,10.952923565631119,0.004005529515323237,10.953769855973711,5.505480614286822,0.035853895913037684,5.510981969594518,2.9075979578294677,0.02600094706956649,2.9168679033130416,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6491.962883291497,56.30326646473568,6499.101635751455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_5,C1_sensor_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_5,C2_aux_recovery_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_bias_5,C3_arbitration_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_drift,A_PI,11.955461651653689,0.011710862851536418,11.952677817429482,8.357157872914584,0.026126848916671466,8.355755304415329,5.596475301407623,0.04772662861925264,5.586942644986572,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5003.380873116769,6.843925645643856,5001.367536841306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_drift,B_plain_MPC,11.643158010023463,0.007246068308667593,11.641329940357867,7.451527686954158,0.01962279409949829,7.454268078376822,5.30529748926787,0.02039131866740634,5.298508576368424,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5254.790933868582,32.44400703492195,5263.420548811709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_drift,C1_sensor_MPC,11.643193680509075,0.007206179266982199,11.641339788677078,7.451868559141667,0.01910427093514428,7.454456837416187,5.305418344790281,0.020338013864360835,5.2990803551898304,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,,,,1.2,1.0954451150103321,2.0,0.9990016638935109,0.0009113520091600145,0.9983361064891847,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,5255.45101980515,31.17465282433502,5263.420548811709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
