scenario,step,raw_y_measured,y_true,y_hat,residual,positive_cusum,negative_cusum,active_fault_state,healthy_run,substitution_flag,physical_sensor_fault
persistent_constant_bias,164,3.0,0.0,0.0,3.0,459.044947091268,0.0,True,0,True,True
persistent_constant_bias,165,3.0,0.0,0.0,3.0,461.91397801058844,0.0,True,0,True,True
persistent_constant_bias,166,3.0,0.0,0.0,3.0,464.7830089299089,0.0,True,0,True,True
persistent_constant_bias,167,3.0,0.0,0.0,3.0,467.6520398492293,0.0,True,0,True,True
persistent_constant_bias,168,3.0,0.0,0.0,3.0,470.52107076854975,0.0,True,0,True,True
persistent_constant_bias,169,3.0,0.0,0.0,3.0,473.3901016878702,0.0,True,0,True,True
persistent_constant_bias,170,3.0,0.0,0.0,3.0,476.2591326071906,0.0,True,0,True,True
persistent_constant_bias,171,3.0,0.0,0.0,3.0,479.12816352651106,0.0,True,0,True,True
persistent_constant_bias,172,3.0,0.0,0.0,3.0,481.9971944458315,0.0,True,0,True,True
persistent_constant_bias,173,3.0,0.0,0.0,3.0,484.86622536515193,0.0,True,0,True,True
persistent_constant_bias,174,3.0,0.0,0.0,3.0,487.73525628447237,0.0,True,0,True,True
persistent_constant_bias,175,3.0,0.0,0.0,3.0,490.6042872037928,0.0,True,0,True,True
persistent_constant_bias,176,3.0,0.0,0.0,3.0,493.47331812311324,0.0,True,0,True,True
persistent_constant_bias,177,3.0,0.0,0.0,3.0,496.3423490424337,0.0,True,0,True,True
persistent_constant_bias,178,3.0,0.0,0.0,3.0,499.2113799617541,0.0,True,0,True,True
persistent_constant_bias,179,3.0,0.0,0.0,3.0,502.08041088107456,0.0,True,0,True,True
persistent_constant_bias,180,3.0,0.0,0.0,3.0,504.949441800395,0.0,True,0,True,True
persistent_constant_bias,181,3.0,0.0,0.0,3.0,507.81847271971543,0.0,True,0,True,True
persistent_constant_bias,182,3.0,0.0,0.0,3.0,510.68750363903587,0.0,True,0,True,True
persistent_constant_bias,183,3.0,0.0,0.0,3.0,513.5565345583562,0.0,True,0,True,True
persistent_constant_bias,184,3.0,0.0,0.0,3.0,516.4255654776766,0.0,True,0,True,True
persistent_constant_bias,185,3.0,0.0,0.0,3.0,519.294596396997,0.0,True,0,True,True
persistent_constant_bias,186,3.0,0.0,0.0,3.0,522.1636273163174,0.0,True,0,True,True
persistent_constant_bias,187,3.0,0.0,0.0,3.0,525.0326582356378,0.0,True,0,True,True
persistent_constant_bias,188,3.0,0.0,0.0,3.0,527.9016891549581,0.0,True,0,True,True
persistent_constant_bias,189,3.0,0.0,0.0,3.0,530.7707200742785,0.0,True,0,True,True
persistent_constant_bias,190,3.0,0.0,0.0,3.0,533.6397509935989,0.0,True,0,True,True
persistent_constant_bias,191,3.0,0.0,0.0,3.0,536.5087819129193,0.0,True,0,True,True
