controller,scenario,seed,overall_rmse,overall_mae,fault_window_rmse,recovery_latency_s,recovery_events,false_recovery_events,sub_duration_s,sub_fraction,switches,avg_episode_duration_s,frac_phys,frac_main,frac_aux,frac_fb,control_effort_u2,control_variation_du2,voltage_violations,rate_violations,optimizer_failures,mean_solve_ms,mean_arb_ms,sim_time_s,main_virtual_rmse,main_virtual_mae,aux_virtual_rmse,aux_virtual_mae,selected_virtual_rmse,selected_virtual_mae,corrupted_rmse,corrupted_mae,sub_samples
C3_arbitration_MPC,sensor_drift,12026,10.990844300282594,5.7941759086492315,2.4283167168597135,,0,0,2.49,0.41430948419301167,3,1.5,0.5856905158069884,0.0016638935108153079,0.41264559068219636,0.0,6632.773706727596,245.74104159773339,0,0,0,269.45054380166016,0.02045593803089194,35.06493939999973,1.5970861714897189,1.1613241716181792,1.4574559416163049,1.0662928204733042,1.471887334248947,1.0778137999136561,6.952944669138632,6.72194252033443,249
C1_sensor_MPC,sensor_drift,12027,11.637593643865362,7.453192242741083,5.282314567826709,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5294.076279959459,148.1806059813224,0,0,0,334.1209636363496,0.0,42.11994370000002,0.11171489383134059,0.11171489383134059,,,0.11171489383134059,0.11171489383134059,1.1342953351744143,1.1342953351744143,1
C2_aux_recovery_MPC,sensor_drift,12027,11.637593643865362,7.453192242741083,5.282314567826709,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5294.076279959459,148.1806059813224,0,0,0,336.3967892561869,0.0,43.09657649999963,0.11171489383134059,0.11171489383134059,0.3501142476832442,0.3501142476832442,0.11171489383134059,0.11171489383134059,1.1342953351744143,1.1342953351744143,1
C3_arbitration_MPC,sensor_drift,12027,11.637593643865362,7.453192242741083,5.282314567826709,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5294.076279959459,148.1806059813224,0,0,0,341.1609305785269,0.018002753874377476,43.74178389999997,0.11171489383134059,0.11171489383134059,0.3501142476832442,0.3501142476832442,0.11171489383134059,0.11171489383134059,1.1342953351744143,1.1342953351744143,1
C1_sensor_MPC,sensor_drift,12028,11.636366166527122,7.437832926825583,5.279797279875583,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5338.870034370738,157.478916368734,0,0,0,304.0039702479123,0.0,38.41355449999992,9.235850861927954,9.235850861927954,,,9.235850861927954,9.235850861927954,10.267442873731792,10.267442873731792,1
C2_aux_recovery_MPC,sensor_drift,12028,11.636366166527122,7.437832926825583,5.279797279875583,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5338.870034370738,157.478916368734,0,0,0,306.70967107438673,0.0,39.47052819999999,9.235850861927954,9.235850861927954,0.6123156262869891,0.6123156262869891,9.235850861927954,9.235850861927954,10.267442873731792,10.267442873731792,1
C3_arbitration_MPC,sensor_drift,12028,11.636366166527122,7.437832926825583,5.279797279875583,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0,0.0,0.0016638935108153079,5338.870034370738,157.478916368734,0,0,0,308.998995867783,0.01828003442321919,39.92377480000005,9.235850861927954,9.235850861927954,0.6123156262869891,0.6123156262869891,9.235850861927954,9.235850861927954,10.267442873731792,10.267442873731792,1
C1_sensor_MPC,sensor_drift,12029,11.63369072716984,7.426701723790105,5.273562248873603,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5242.17068725153,147.59582964671498,0,0,0,338.4160570247798,0.0,42.6076637000001,0.09844738428375166,0.09844738428375166,,,0.09844738428375166,0.09844738428375166,1.1302867147095057,1.1302867147095057,1
C2_aux_recovery_MPC,sensor_drift,12029,11.63369072716984,7.426701723790105,5.273562248873603,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5242.17068725153,147.59582964671498,0,0,0,353.76237024797206,0.0,45.371061199999986,0.09844738428375166,0.09844738428375166,0.14619945866146367,0.14619945866146367,0.09844738428375166,0.09844738428375166,1.1302867147095057,1.1302867147095057,1
C3_arbitration_MPC,sensor_drift,12029,11.63369072716984,7.426701723790105,5.273562248873603,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,5242.17068725153,147.59582964671498,0,0,0,350.45091735538176,0.017709810669944065,44.87423110000009,0.09844738428375166,0.09844738428375166,0.14619945866146367,0.14619945866146367,0.09844738428375166,0.09844738428375166,1.1302867147095057,1.1302867147095057,1
C1_sensor_MPC,sensor_drift,12030,11.636536440655176,7.397346989826717,5.301000967079342,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,5120.687933681911,121.9863159418547,0,0,0,337.3720388429936,0.0,42.44594179999967,,,,,,,,,0
C2_aux_recovery_MPC,sensor_drift,12030,11.636536440655176,7.397346989826717,5.301000967079342,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,5120.687933681911,121.9863159418547,0,0,0,334.3892413222834,0.0,42.886396100000184,,,,,,,,,0
C3_arbitration_MPC,sensor_drift,12030,11.636536440655176,7.397346989826717,5.301000967079342,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,5120.687933681911,121.9863159418547,0,0,0,352.1866842975026,0.01807882961143565,45.18722780000007,,,,,,,,,0
C1_sensor_MPC,load_disturbance,12026,10.828958967668447,4.860358117822181,0.8854250026142063,,1,1,0.08,0.013311148086522463,4,1.2,0.9866888519134775,0.013311148086522463,0.0,0.0,8404.73612651924,163.9648275516558,0,0,0,332.4163867768491,0.0,41.84481030000006,0.11248808335208406,0.04635079658379482,,,0.11248808335208406,0.04635079658379482,0.34308669799016905,0.2886094777207102,8
C2_aux_recovery_MPC,load_disturbance,12026,10.828958967668447,4.860358117822181,0.8854250026142063,,1,1,0.08,0.013311148086522463,4,1.2,0.9866888519134775,0.013311148086522463,0.0,0.0,8404.73612651924,163.9648275516558,0,0,0,334.57040000002434,0.0,42.99746139999979,0.11248808335208406,0.04635079658379482,1.2489775275116435,1.2424590988949733,0.11248808335208406,0.04635079658379482,0.34308669799016905,0.2886094777207102,8
C3_arbitration_MPC,load_disturbance,12026,10.828958967668447,4.860358117822181,0.8854250026142063,,1,1,0.08,0.013311148086522463,4,1.2,0.9866888519134775,0.013311148086522463,0.0,0.0,8404.73612651924,163.9648275516558,0,0,0,328.98943057850096,0.01884956970857251,42.22886070000004,0.11248808335208406,0.04635079658379482,1.2489775275116435,1.2424590988949733,0.11248808335208406,0.04635079658379482,0.34308669799016905,0.2886094777207102,8
C1_sensor_MPC,load_disturbance,12027,10.827567049092249,4.868581490630647,0.8964440965687774,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,8426.45485328446,148.4680039751877,0,0,0,331.0697950413188,0.0,41.72953319999988,0.20875979903573239,0.20875979903573239,,,0.20875979903573239,0.20875979903573239,0.7918148664244171,0.7918148664244171,1
C2_aux_recovery_MPC,load_disturbance,12027,10.827567049092249,4.868581490630647,0.8964440965687774,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,8426.45485328446,148.4680039751877,0,0,0,327.93348016529615,0.0,42.115770099999736,0.20875979903573239,0.20875979903573239,0.3624946475316335,0.3624946475316335,0.20875979903573239,0.20875979903573239,0.7918148664244171,0.7918148664244171,1
C3_arbitration_MPC,load_disturbance,12027,10.827567049092249,4.868581490630647,0.8964440965687774,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,8426.45485328446,148.4680039751877,0,0,0,314.78734132231557,0.018129087771292456,40.470377899999676,0.20875979903573239,0.20875979903573239,0.3624946475316335,0.3624946475316335,0.20875979903573239,0.20875979903573239,0.7918148664244171,0.7918148664244171,1
C1_sensor_MPC,load_disturbance,12028,13.137802110505143,9.148714147870004,10.55362697087199,,0,0,2.93,0.4875207986688852,1,3.0,0.5124792013311148,0.4875207986688852,0.0,0.0,6545.311619144621,143.8229294976597,0,0,0,249.39299669423303,0.0,31.78197130000035,10.683040878023823,9.525060553519136,,,10.683040878023823,9.525060553519136,0.254590551457697,0.20455490660254774,293
C2_aux_recovery_MPC,load_disturbance,12028,13.137802110505143,9.148714147870004,10.55362697087199,,0,0,2.93,0.4875207986688852,1,3.0,0.5124792013311148,0.4875207986688852,0.0,0.0,6545.311619144621,143.8229294976597,0,0,0,247.09353719007527,0.0,32.16287479999983,10.683040878023823,9.525060553519136,0.8634281295630816,0.6364310567821727,10.683040878023823,9.525060553519136,0.254590551457697,0.20455490660254774,293
C3_arbitration_MPC,load_disturbance,12028,11.148680892145023,6.186981088337544,3.8629029414814555,,0,0,2.93,0.4875207986688852,2,2.0,0.5124792013311148,0.1048252911813644,0.3826955074875208,0.0,8846.615481792669,230.23883079471003,0,0,0,251.9835033057807,0.020608777966668507,32.91940620000014,1.9998401435920956,1.676808223553155,1.6575008426175002,1.4240867824191978,1.9072699081815356,1.5940994837978024,0.254590551457697,0.20455490660254783,293
C1_sensor_MPC,load_disturbance,12029,10.823517056982967,4.82883749488449,0.841019903274986,,0,0,0.02,0.0033277870216306157,4,1.2,0.9966722129783694,0.0033277870216306157,0.0,0.0,8342.653648054576,146.87038432223505,0,0,0,330.92215289254887,0.0,41.65627440000026,0.19048012447950802,0.18717945348485188,,,0.19048012447950802,0.18717945348485188,0.831447037344655,0.8303574936319436,2
C2_aux_recovery_MPC,load_disturbance,12029,10.823517056982967,4.82883749488449,0.841019903274986,,0,0,0.02,0.0033277870216306157,4,1.2,0.9966722129783694,0.0033277870216306157,0.0,0.0,8342.653648054576,146.87038432223505,0,0,0,335.0615487603166,0.0,42.98597000000018,0.19048012447950802,0.18717945348485188,0.7030917956297177,0.5769421448357903,0.19048012447950802,0.18717945348485188,0.831447037344655,0.8303574936319436,2
C3_arbitration_MPC,load_disturbance,12029,10.823517056982967,4.82883749488449,0.841019903274986,,0,0,0.02,0.0033277870216306157,4,1.2,0.9966722129783694,0.0033277870216306157,0.0,0.0,8342.653648054576,146.87038432223505,0,0,0,331.405762809925,0.0163600688384622,42.376011599999856,0.19048012447950802,0.18717945348485188,0.7030917956297177,0.5769421448357903,0.19048012447950802,0.18717945348485188,0.831447037344655,0.8303574936319436,2
C1_sensor_MPC,load_disturbance,12030,10.822584635283752,4.819024670830819,0.9620217732927289,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,8307.694784466263,140.83800383643745,0,0,0,316.2711148760581,0.0,39.83716719999984,,,,,,,,,0
C2_aux_recovery_MPC,load_disturbance,12030,10.822584635283752,4.819024670830819,0.9620217732927289,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,8307.694784466263,140.83800383643745,0,0,0,312.1283371900942,0.0,40.143926900000224,,,,,,,,,0
C3_arbitration_MPC,load_disturbance,12030,10.822584635283752,4.819024670830819,0.9620217732927289,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,8307.694784466263,140.83800383643745,0,0,0,310.2127917355416,0.01616540448171949,39.92331319999994,,,,,,,,,0
C1_sensor_MPC,parameter_variation,12026,10.820604109884654,4.763442536360272,0.650246354118686,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,7813.143694215633,139.34830129116892,0,0,0,320.3599537190043,0.0,40.349708400000054,0.29359396707243945,0.29359396707243945,,,0.29359396707243945,0.29359396707243945,0.7044236905809456,0.7044236905809456,1
C2_aux_recovery_MPC,parameter_variation,12026,10.820604109884654,4.763442536360272,0.650246354118686,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,7813.143694215633,139.34830129116892,0,0,0,317.80574132232107,0.0,40.817209300000286,0.29359396707243945,0.29359396707243945,12.66584465499129,12.66584465499129,0.29359396707243945,0.29359396707243945,0.7044236905809456,0.7044236905809456,1
C3_arbitration_MPC,parameter_variation,12026,10.820604109884654,4.763442536360272,0.650246354118686,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0,0.0,0.0016638935108153079,7813.143694215633,139.34830129116892,0,0,0,319.49471735537713,0.017638209977899735,41.05960779999987,0.29359396707243945,0.29359396707243945,12.66584465499129,12.66584465499129,0.29359396707243945,0.29359396707243945,0.7044236905809456,0.7044236905809456,1
C1_sensor_MPC,parameter_variation,12027,10.81856510642186,4.767206683436698,0.6438516157640269,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,7815.657490178088,137.82275648328618,0,0,0,312.8842239669602,0.0,39.47047410000005,0.20875979903573239,0.20875979903573239,,,0.20875979903573239,0.20875979903573239,0.7918148664244171,0.7918148664244171,1
C2_aux_recovery_MPC,parameter_variation,12027,10.81856510642186,4.767206683436698,0.6438516157640269,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,7815.657490178088,137.82275648328618,0,0,0,317.9978950413123,0.0,40.896922099999756,0.20875979903573239,0.20875979903573239,0.3624946475316335,0.3624946475316335,0.20875979903573239,0.20875979903573239,0.7918148664244171,0.7918148664244171,1
C3_arbitration_MPC,parameter_variation,12027,10.81856510642186,4.767206683436698,0.6438516157640269,,0,0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,7815.657490178088,137.82275648328618,0,0,0,328.85331074378485,0.017132357989792832,42.15359040000021,0.20875979903573239,0.20875979903573239,0.3624946475316335,0.3624946475316335,0.20875979903573239,0.20875979903573239,0.7918148664244171,0.7918148664244171,1
C1_sensor_MPC,parameter_variation,12028,10.81821499562071,4.768586234414601,0.65384750307292,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,7836.519143543935,142.693909567368,0,0,0,316.49599256201145,0.0,39.851473499999884,,,,,,,,,0
C2_aux_recovery_MPC,parameter_variation,12028,10.81821499562071,4.768586234414601,0.65384750307292,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,7836.519143543935,142.693909567368,0,0,0,323.3418289256098,0.0,41.62581599999976,,,,,,,,,0
C3_arbitration_MPC,parameter_variation,12028,10.81821499562071,4.768586234414601,0.65384750307292,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,7836.519143543935,142.693909567368,0,0,0,318.65739173554175,0.016845955223180897,40.944819299999835,,,,,,,,,0
C1_sensor_MPC,parameter_variation,12029,10.816506356007093,4.7362120873288,0.6359206215227526,,0,0,0.02,0.0033277870216306157,4,1.2,0.9966722129783694,0.0033277870216306157,0.0,0.0,7758.132367888995,135.83931898678168,0,0,0,334.69541900824856,0.0,42.14118809999991,0.1864758486280676,0.18203585794303834,,,0.1864758486280676,0.18203585794303834,0.831447037344655,0.8303574936319436,2
C2_aux_recovery_MPC,parameter_variation,12029,10.816506356007093,4.7362120873288,0.6359206215227526,,0,0,0.02,0.0033277870216306157,4,1.2,0.9966722129783694,0.0033277870216306157,0.0,0.0,7758.132367888995,135.83931898678168,0,0,0,358.4812289256157,0.0,45.96388049999996,0.1864758486280676,0.18203585794303834,8.44871688158684,6.061054231704322,0.1864758486280676,0.18203585794303834,0.831447037344655,0.8303574936319436,2
C3_arbitration_MPC,parameter_variation,12029,10.816506356007093,4.7362120873288,0.6359206215227526,,0,0,0.02,0.0033277870216306157,4,1.2,0.9966722129783694,0.0016638935108153079,0.0,0.0016638935108153079,7758.132367888995,135.83931898678168,0,0,0,354.54968925616475,0.018146127382295197,45.515721400000075,0.1864758486280676,0.18203585794303834,8.44871688158684,6.061054231704322,0.1864758486280676,0.18203585794303834,0.831447037344655,0.8303574936319436,2
C1_sensor_MPC,parameter_variation,12030,10.811424600155302,4.6997673260467225,0.6658944362130212,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,7681.482982532259,118.98900531889572,0,0,0,341.91834049584367,0.0,43.03328979999969,,,,,,,,,0
C2_aux_recovery_MPC,parameter_variation,12030,10.811424600155302,4.6997673260467225,0.6658944362130212,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,7681.482982532259,118.98900531889572,0,0,0,341.39629834709007,0.0,43.89168870000003,,,,,,,,,0
C3_arbitration_MPC,parameter_variation,12030,10.811424600155302,4.6997673260467225,0.6658944362130212,,0,0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,7681.482982532259,118.98900531889572,0,0,0,378.84153553719926,0.018878485384769047,48.60665489999974,,,,,,,,,0
C1_sensor_MPC,combined_fault_load,12026,13.47915781471486,9.64068117504479,11.37596761514179,,0,0,3.0100000000000002,0.5008319467554077,1,3.0,0.49916805324459235,0.5008319467554077,0.0,0.0,6201.593338360906,106.12159517136533,0,0,0,253.03640000000328,0.0,32.47776040000008,11.383953859562824,10.366571187293195,,,11.383953859562824,10.366571187293195,3.257984285003048,3.2477799855246996,301
C2_aux_recovery_MPC,combined_fault_load,12026,13.47915781471486,9.64068117504479,11.37596761514179,,0,0,3.0100000000000002,0.5008319467554077,1,3.0,0.49916805324459235,0.5008319467554077,0.0,0.0,6201.593338360906,106.12159517136533,0,0,0,258.69395619834035,0.0,33.899589300000116,11.383953859562824,10.366571187293195,0.634183053004635,0.5200280699556852,11.383953859562824,10.366571187293195,3.257984285003048,3.2477799855246996,301
C3_arbitration_MPC,combined_fault_load,12026,11.137464034439217,6.168624769261882,3.783512772058232,,0,0,3.0100000000000002,0.5008319467554077,2,2.0,0.49916805324459235,0.08485856905158069,0.415973377703827,0.0,8579.828334433794,220.54610923099713,0,0,0,282.12783057853267,0.02148485370671614,36.74319209999976,2.0668660699932384,1.7822165227382234,1.6751592999299512,1.4581227528304217,1.9633070999939928,1.6896425431040625,3.2579842850030474,3.2477799855246996,301
C1_sensor_MPC,combined_fault_load,12027,13.669680450254235,9.931416010967931,11.82455978103472,,0,0,3.02,0.502495840266223,3,1.5,0.49750415973377704,0.502495840266223,0.0,0.0,6114.793912624684,93.24153547581165,0,0,0,211.72125785124607,0.0,27.339160699999866,11.801557784421348,10.904262676188653,,,11.801557784421348,10.904262676188653,3.2810812767257893,3.2695810159857834,302
C2_aux_recovery_MPC,combined_fault_load,12027,13.669680450254235,9.931416010967931,11.82455978103472,,0,0,3.02,0.502495840266223,3,1.5,0.49750415973377704,0.502495840266223,0.0,0.0,6114.793912624684,93.24153547581165,0,0,0,215.5527752066248,0.0,28.7293095,11.801557784421348,10.904262676188653,0.6681016673139841,0.5366418337014985,11.801557784421348,10.904262676188653,3.2810812767257893,3.2695810159857834,302
C3_arbitration_MPC,combined_fault_load,12027,11.106372857622768,6.0917522400133,3.6074804329554198,,0,0,3.02,0.502495840266223,4,1.2,0.49750415973377704,0.06655574043261231,0.43594009983361065,0.0,8385.874012983108,213.44959464730888,0,0,0,313.48329834707874,0.02683734940683045,40.94424339999978,2.0741650763610036,1.7982105138314257,1.7770557618269718,1.5646400066145973,1.9725622727636083,1.708258991622093,3.2810812767257898,3.269581015985783,302
C1_sensor_MPC,combined_fault_load,12028,13.630704676762436,9.87854214122664,11.735575778427805,,0,0,3.0100000000000002,0.5008319467554077,1,3.0,0.49916805324459235,0.5008319467554077,0.0,0.0,6143.653990325731,95.43463550389197,0,0,0,265.8110016529034,0.0,34.12833730000011,11.727312076616599,10.819704461191893,,,11.727312076616599,10.819704461191893,3.2477193466812646,3.2378216006458973,301
C2_aux_recovery_MPC,combined_fault_load,12028,13.630704676762436,9.87854214122664,11.735575778427805,,0,0,3.0100000000000002,0.5008319467554077,1,3.0,0.49916805324459235,0.5008319467554077,0.0,0.0,6143.653990325731,95.43463550389197,0,0,0,267.8310024793409,0.0,35.35280399999965,11.727312076616599,10.819704461191893,0.6287332140710616,0.5183479623336862,11.727312076616599,10.819704461191893,3.2477193466812646,3.2378216006458973,301
C3_arbitration_MPC,combined_fault_load,12028,11.074465154719817,5.985032154551265,3.41011498597535,,0,0,3.0100000000000002,0.5008319467554077,2,2.0,0.49916805324459235,0.0632279534109817,0.43760399334442596,0.0,8425.692939145913,208.53763538232522,0,0,0,305.15735289258714,0.02921480207864104,39.730462100000295,2.0390073122880406,1.7903809904544528,1.7664290233150304,1.5561916531391142,1.9384060840376163,1.6982925633711925,3.2477193466812646,3.2378216006458973,301
C1_sensor_MPC,combined_fault_load,12029,13.585655596167108,9.780581797876668,11.632985675151637,,0,0,3.02,0.502495840266223,3,1.5,0.49750415973377704,0.502495840266223,0.0,0.0,6110.904584857985,99.29210268460221,0,0,0,281.95187438021185,0.0,36.11448619999965,11.61293181279217,10.65168774172046,,,11.61293181279217,10.65168774172046,3.2522926216244077,3.2400170248602698,302
C2_aux_recovery_MPC,combined_fault_load,12029,13.585655596167108,9.780581797876668,11.632985675151637,,0,0,3.02,0.502495840266223,3,1.5,0.49750415973377704,0.502495840266223,0.0,0.0,6110.904584857985,99.29210268460221,0,0,0,276.49598429750705,0.0,36.35569510000005,11.61293181279217,10.65168774172046,0.6489303663627011,0.5298101115758711,11.61293181279217,10.65168774172046,3.2522926216244077,3.2400170248602698,302
C3_arbitration_MPC,combined_fault_load,12029,11.104323062401427,6.069496737709705,3.605800348353434,,0,0,3.02,0.502495840266223,4,1.2,0.49750415973377704,0.07487520798668885,0.4276206322795341,0.0,8403.642639550499,221.31434037381166,0,0,0,303.1293834710633,0.020023063694153905,39.26385040000014,2.067070790562739,1.7948156716594243,1.7335906457435828,1.5255817592972805,1.962504420838926,1.7022315885511758,3.2522926216244077,3.2400170248602698,302
C1_sensor_MPC,combined_fault_load,12030,13.688986923600103,9.888992605330893,11.883270319915912,,0,0,3.0100000000000002,0.5008319467554077,1,3.0,0.49916805324459235,0.5008319467554077,0.0,0.0,5996.484795002264,92.19621708837602,0,0,0,270.90849090910143,0.0,34.70289859999957,11.889897100218956,11.029918520615748,,,11.889897100218956,11.029918520615748,3.2815004336333025,3.273156709841461,301
C2_aux_recovery_MPC,combined_fault_load,12030,13.688986923600103,9.888992605330893,11.883270319915912,,0,0,3.0100000000000002,0.5008319467554077,1,3.0,0.49916805324459235,0.5008319467554077,0.0,0.0,5996.484795002264,92.19621708837602,0,0,0,263.95660495868583,0.0,34.60471240000061,11.889897100218956,11.029918520615748,0.6993685800562426,0.541972272979267,11.889897100218956,11.029918520615748,3.2815004336333025,3.273156709841461,301
C3_arbitration_MPC,combined_fault_load,12030,11.096626033525437,6.014075287588261,3.5943110775306097,,0,0,3.0100000000000002,0.5008319467554077,2,2.0,0.49916805324459235,0.06655574043261231,0.43427620632279534,0.0,8218.711361935648,217.7152896467856,0,0,0,223.6880710743884,0.014503442336166834,29.047608800000035,2.1541733300901926,1.8802952955308878,1.82060733724786,1.622840776625505,2.0410814615915482,1.779790957040165,3.2815004336333025,3.273156709841461,301
