percentile,threshold,validation_false_alarm_rate
90.0,41.509613037109375,0.09892746260231443
95.0,62.75870132446289,0.04995766299745978
97.5,78.10454559326172,0.02540220152413209
99.0,94.15982055664062,0.010302003951453571
99.5,99.77263641357422,0.005362686988427886
99.9,104.30362701416016,0.0014112334180073384
100.0,104.60932922363281,0.0
